z,alpha,dalpha_dz,d2alpha_dz2,Rule1Weight,Rule2Weight,Rule3Weight,DominantRule
-0.387,0.09232475638176049,0.1718829100310416,0.33758602303172985,0.3893043208728307,0.5874458500415721,0.023249829085597005,2
-0.386,0.09249680808433056,0.1722209001811732,0.33839616938105527,0.38840607193712356,0.5882282168546826,0.02336571120819378,2
-0.385,0.09266919818212284,0.17255970236980372,0.3392101042450077,0.38750846483058105,0.5890094509553527,0.023482084214066227,2
-0.384,0.09284192748907016,0.1728993203896632,0.3400278360474182,0.38661150490546736,0.589789545394798,0.023598949699734768,2
-0.383,0.09301499682290217,0.17323975804189856,0.34084937309067337,0.3857151974982739,0.5905684932370067,0.02371630926471932,2
-0.382,0.09318840700515396,0.17358101913584456,0.34167472348634015,0.38481954792960427,0.5913462875588585,0.023834164511537245,2
-0.381,0.09336215886117386,0.17392310748887124,0.34250389527312713,0.38392456150405946,0.5921229214502397,0.023952517045700818,2
-0.38,0.0935362532201317,0.17426602692639082,0.3433368964238234,0.3830302435101247,0.5928983880141605,0.024071368475714835,2
-0.379,0.09371069091502664,0.1746097812817189,0.3441737348106041,0.38213659922005644,0.5936726803668694,0.02419072041307425,2
-0.378,0.09388547278269514,0.17495437439601202,0.3450144181529887,0.3812436338897705,0.5944457916379676,0.024310574472261804,2
-0.377,0.09406059966381866,0.17529981011802487,0.3458589540421272,0.3803513527587313,0.5952177149705233,0.02443093227074533,2
-0.376,0.09423607240293119,0.17564609230409628,0.3467073500240666,0.3794597610498411,0.5959884435211836,0.024551795428975346,2
-0.375,0.09441189184842685,0.175993224818073,0.34755961354424014,0.37856886396933115,0.5967579704602864,0.024673165570382374,2
-0.374,0.09458805885256734,0.17634121153118476,0.34841575186420026,0.3776786667066532,0.5975262889719722,0.02479504432137443,2
-0.373,0.09476457427148922,0.1766900563218014,0.34927577212753824,0.37678917443437154,0.5982933922542941,0.02491743331133427,2
-0.372,0.09494143896521094,0.17703976307543984,0.35013968143274254,0.37590039230805655,0.5990592735193268,0.02504033417261661,2
-0.371,0.0951186537976401,0.1773903356846669,0.35100748676727933,0.37501232546617863,0.5998239259932759,0.025163748540545462,2
-0.37,0.09529621963658028,0.1777417780489744,0.35187919496942854,0.37412497903000336,0.6005873429165853,0.025287678053411235,2
-0.369,0.09547413735373805,0.17809409407460575,0.35275481272481446,0.37323835810348743,0.6013495175440446,0.025412124352468035,2
-0.368,0.09565240782472949,0.17844728767442403,0.353634346677428,0.372352467773175,0.6021104431448946,0.025537089081930527,2
-0.367,0.0958310319290869,0.1788013627679606,0.3545178033498294,0.37146731310809594,0.6028701130029329,0.025662573888971165,2
-0.366,0.09601001055026541,0.17915632328112369,0.3554051890945761,0.37058289915966386,0.6036285204166191,0.02578858042371715,2
-0.365,0.09618934457564915,0.17951217314614976,0.3562965101497336,0.36969923096157575,0.6043856586991768,0.02591511033924739,2
-0.364,0.09636903489655771,0.17986891630142315,0.35719177267010094,0.3688163135297125,0.6051415211786981,0.02604216529158937,2
-0.363,0.096549082408252,0.18022655669148996,0.3580909827445574,0.36793415186203987,0.6058961011982442,0.02616974693971593,2
-0.362,0.09672948800994069,0.18058509826691227,0.3589941462295295,0.3670527509385106,0.6066493921159472,0.026297856945542347,2
-0.361,0.09691025260478582,0.18094454498394902,0.3599012688704214,0.36617211572096736,0.6074013873051098,0.02642649697392287,2
-0.36,0.09709137709990859,0.1813049008046531,0.3608123564056983,0.3652922511530476,0.608152080154305,0.026555668692647423,2
-0.359,0.09727286240639513,0.18166616969676042,0.3617274143725976,0.36441316216008707,0.6089014640674746,0.02668537377243834,2
-0.358,0.09745470943930211,0.1820283556333983,0.3626464481418231,0.36353485364902643,0.6096495324640266,0.02681561388694701,2
-0.357,0.09763691911766192,0.18239146259304406,0.3635694630320371,0.3626573305083179,0.6103962787789317,0.026946390712750408,2
-0.356,0.0978194923644882,0.18275549455946238,0.36449646423700155,0.36178059760783277,0.6111416964628198,0.027077705929347422,2
-0.355,0.09800243010678085,0.18312045552151807,0.3654274567943535,0.36090465979876984,0.6118857789820746,0.02720956121915553,2
-0.354,0.09818573327553123,0.1834863494730511,0.366362445641116,0.36002952191356496,0.6126285198189279,0.02734195826750718,2
-0.353,0.09836940280572695,0.1838531804128003,0.3673014355685952,0.3591551887658019,0.613369912471552,0.027474898762646045,2
-0.352,0.09855343963635683,0.18422095234418828,0.36824443121891115,0.3582816651501229,0.614109950454154,0.027608384395723284,2
-0.351,0.09873784471041533,0.18458966927523812,0.3691914371821422,0.3574089558421413,0.6148486272970649,0.027742416860793855,2
-0.35,0.09892261897490731,0.18495933521855257,0.3701424578818332,0.3565370655983553,0.6155859365468319,0.027876997854812742,2
-0.349,0.09910776338085243,0.1853299541910018,0.37109749754724,0.3556659991560613,0.6163218717663079,0.02801212907763091,2
-0.348,0.09929327888328932,0.18570153021364705,0.3720565603868017,0.35479576123326917,0.6170564265347394,0.02814781223199153,2
-0.347,0.09947916644127973,0.1860740673117754,0.3730196504632407,0.3539263565286189,0.6177895944478552,0.028284049023525874,2
-0.346,0.09966542701791287,0.18644756951457353,0.3739867716241737,0.353057789721297,0.6185213691179536,0.02842084116074939,2
-0.345,0.09985206158030888,0.18682204085502374,0.3749579276512979,0.35219006547095444,0.6192517441739881,0.02855819035505752,2
-0.344,0.10003907109962291,0.18719748536987613,0.3759331221667158,0.3513231884176258,0.6199807132616527,0.028696098320721484,2
-0.34299999999999997,0.10022645655104863,0.18757390709935717,0.37691235870926343,0.35045716318164916,0.6207082700434667,0.02883456677488414,2
-0.34199999999999997,0.10041421891382163,0.18795131008729465,0.37789564068246817,0.3495919943635868,0.6214344081988575,0.028973597437555607,2
-0.34099999999999997,0.10060235917122322,0.1883296983807221,0.37888297125046566,0.34872768654414665,0.6221591214242441,0.02911319203160915,2
-0.33999999999999997,0.10079087831058307,0.18870907602979559,0.3798743535461665,0.34786424428410573,0.6228824034331178,0.029253352282776424,2
-0.33899999999999997,0.10097977732328281,0.18908944708781444,0.38086979058798953,0.347001672124233,0.6236042479561238,0.02939407991964323,2
-0.33799999999999997,0.1011690572047587,0.18947081561097157,0.38186928516883956,0.3461399745852145,0.6243246487411405,0.02953537667364499,2
-0.33699999999999997,0.10135871895450475,0.18985318565815212,0.38287283995325183,0.34527915616757904,0.6250435995533588,0.029677244279062112,2
-0.33599999999999997,0.10154876357607501,0.19023656129087807,0.3838804575745366,0.3444192213516245,0.6257610941753603,0.02981968447301518,2
-0.33499999999999996,0.10173919207708651,0.1906209465733012,0.38489214047171505,0.3435601745973452,0.6264771264071943,0.029962698995460446,2
-0.33399999999999996,0.10193000546922161,0.1910063455718215,0.38590789087217214,0.34270202034436087,0.6271916900664541,0.030106289589185015,2
-0.33299999999999996,0.10212120476823015,0.19139276235504554,0.3869277109373733,0.3418447630118458,0.6279047789883523,0.030250457999801913,2
-0.33199999999999996,0.1023127909939317,0.19178020099369625,0.3879516027004145,0.3409884069984592,0.6286163870257955,0.030395205975745146,2
-0.33099999999999996,0.10250476517021755,0.19216866556044637,0.38897956802785816,0.3401329566822772,0.629326508049458,0.030540535268264748,2
-0.32999999999999996,0.1026971283250526,0.19255816012975197,0.39001160864748885,0.33927841642072426,0.6300351359478539,0.030686447631421837,2
-0.32899999999999996,0.10288988149047705,0.19294868877774135,0.39104772615872163,0.3384247905505072,0.6307422646274095,0.030832944822083302,2
-0.32799999999999996,0.10308302570260808,0.1933402555820694,0.392087922001377,0.3375720833875495,0.6314478880125337,0.03098002859991671,2
-0.32699999999999996,0.10327656200164119,0.1937328646217441,0.39313219749384476,0.33672029922692615,0.6321520000456888,0.03112770072738503,2
-0.32599999999999996,0.10347049143185157,0.1941265199770571,0.39418055381226746,0.3358694423428004,0.6328545946874584,0.031275962969741326,2
-0.32499999999999996,0.1036648150415953,0.19452122572936864,0.39523299194890693,0.33501951698836063,0.6335556659166159,0.03142481709502339,2
-0.32399999999999995,0.1038595338833103,0.1949169859609549,0.3962895127780638,0.33417052739575875,0.6342552077301932,0.0315742648740481,2
-0.32299999999999995,0.10405464901351721,0.19531380475492477,0.3973501170664858,0.33332247777604956,0.6349532141435444,0.031724308080406036,2
-0.32199999999999995,0.10425016149282015,0.19571168619508789,0.39841480541438734,0.3324753723191305,0.6356496791904138,0.03187494849045577,2
-0.32099999999999995,0.10444607238590739,0.19611063436575354,0.3994835782242242,0.33162921519368266,0.6363445969229989,0.032026187883318305,2
-0.31999999999999995,0.10464238276155166,0.19651065335153634,0.4005564357839605,0.3307840105471139,0.6370379614120149,0.032178028040871116,2
-0.31899999999999995,0.10483909369261046,0.19691174723732147,0.4016333783121714,0.32993976250550083,0.6377297667467569,0.03233047074774238,2
-0.31799999999999995,0.1050362062560263,0.19731392010816068,0.4027144057949791,0.32909647517353313,0.6384200070351616,0.03248351779130517,2
-0.31699999999999995,0.10523372153282678,0.19771717604891142,0.40379951802421676,0.3282541526344591,0.6391086764038695,0.032637170961671395,2
-0.31599999999999995,0.10543164060812413,0.1981215191442091,0.4048887147396759,0.327412798950031,0.6397957689982833,0.032791432051685596,2
-0.31499999999999995,0.1056299645711152,0.19852695347839078,0.4059819955458396,0.3265724181604527,0.6404812789826285,0.03294630285691887,2
-0.31399999999999995,0.10582869451508091,0.1989334831353008,0.40707935983902394,0.3257330142843267,0.6411652005400105,0.033101785175662785,2
-0.31299999999999994,0.1060278315373858,0.19934111219806883,0.4081808068212563,0.32489459131860426,0.6418475278724728,0.03325788080892298,2
-0.31199999999999994,0.10622737673947705,0.1997498447489433,0.40928633565293043,0.32405715323853446,0.6425282552010531,0.03341459156041261,2
-0.31099999999999994,0.10642733122688369,0.2001596848693747,0.41039594532096785,0.32322070399761516,0.6432073767658387,0.03357191923654611,2
-0.30999999999999994,0.1066276961092158,0.20057063663958524,0.4115096345451426,0.32238524752754505,0.6438848868260224,0.033729865646432586,2
-0.30899999999999994,0.10682847250016286,0.20098270413846497,0.41262740202788156,0.32155078773817686,0.6445607796599542,0.03388843260186909,2
