BestEpoch,BestValMSE,TestMSE,TestMAE,AlphaMean,AlphaStd,ZMean,ZStd,CorrZAbsDelta,CorrAlphaAbsDelta,CorrZAlpha,CorrAlphaError,Rule1Alpha,Rule2Alpha,Rule3Alpha,Sigma,WFrobenius,Kappa,AlphaMin,AlphaMax,QBound
11,0.007804177284240723,0.008630690225412583,0.07344816296522477,0.3903275946471489,0.04619044672710772,0.3312218206623353,0.07422656813611558,0.24469242701426602,0.2442846030966025,0.9995435081033159,0.01640170523785527,0.02001042664051056,0.10780841112136841,0.9119639992713928,0.566689670085907,0.8999999761581421,0.9,0.02,1.0,0.998
