Seed,Architecture,epoch,train_mse,val_mse,val_mae,epoch_time_sec
42,B: Learned Value-only alpha,9,0.008999925781869226,0.008593581914901734,0.07402307834625244,5.559495999943465
42,B: Learned Value-only alpha,10,0.008795777042706808,0.008328083205223083,0.07305258884429931,5.417271200101823
42,B: Learned Value-only alpha,11,0.008636135371194946,0.008234139204025269,0.07250744514465332,5.273167799925432
42,B: Learned Value-only alpha,12,0.00854702111871706,0.008296412587165833,0.07302726230621338,5.4683590000495315
42,C: Learned Value+Delta alpha,1,0.23479130336642265,0.025003424978256226,0.11946403884887695,5.3052801000885665
42,C: Learned Value+Delta alpha,2,0.01688785285751025,0.012294469666481019,0.08783302154541016,5.444247100036591
42,C: Learned Value+Delta alpha,3,0.012154837291273805,0.01126775267124176,0.08485259571075439,5.44657350005582
42,C: Learned Value+Delta alpha,4,0.01130621766547362,0.010501422834396363,0.08190370635986328,5.052020799834281
42,C: Learned Value+Delta alpha,5,0.010628192613522212,0.009963541102409363,0.0798753345489502,5.086182500002906
42,C: Learned Value+Delta alpha,6,0.010101516703764598,0.00965180675983429,0.07880686111450196,5.046209899941459
42,C: Learned Value+Delta alpha,7,0.009760109889010589,0.00921160159111023,0.07694864883422851,4.982845399994403
42,C: Learned Value+Delta alpha,8,0.009439447515540652,0.009077131199836731,0.07629325637817383,5.116354700177908
42,C: Learned Value+Delta alpha,9,0.009210906070967514,0.008715167474746705,0.0748740520477295,5.158922699978575
42,C: Learned Value+Delta alpha,10,0.009061254853175747,0.008645940732955933,0.07473192462921142,5.179827000014484
42,C: Learned Value+Delta alpha,11,0.008915311605152156,0.008412099409103393,0.07347207145690918,5.298469299916178
42,C: Learned Value+Delta alpha,12,0.008726920344763332,0.008298694562911987,0.07313680953979493,5.0116987999062985
42,D: Fuzzy Value+Delta alpha,1,0.357266888903247,0.0716074728012085,0.18887751197814942,8.079918999923393
42,D: Fuzzy Value+Delta alpha,2,0.03097639432632261,0.013718263745307923,0.08933051586151124,8.222739899996668
42,D: Fuzzy Value+Delta alpha,3,0.013165787020491228,0.01150599591732025,0.08327268753051757,7.998801300069317
42,D: Fuzzy Value+Delta alpha,4,0.011530101423462231,0.010459637880325317,0.08053583450317382,8.084204799961299
42,D: Fuzzy Value+Delta alpha,5,0.010535307783219549,0.009781707501411437,0.07816220607757568,8.352376600028947
42,D: Fuzzy Value+Delta alpha,6,0.009874577734205458,0.009212202858924866,0.07613723258972167,8.078216299880296
42,D: Fuzzy Value+Delta alpha,7,0.009446882772776815,0.008920777273178101,0.07560067291259766,8.162074799882248
42,D: Fuzzy Value+Delta alpha,8,0.00910839215417703,0.008537051916122437,0.07380239658355713,8.141009799903259
42,D: Fuzzy Value+Delta alpha,9,0.008829546925094392,0.008395759677886963,0.07304483699798583,7.793395399814472
42,D: Fuzzy Value+Delta alpha,10,0.008696706247826418,0.008369868040084839,0.0733406192779541,7.642782700015232
42,D: Fuzzy Value+Delta alpha,11,0.00843179309533702,0.008023652911186218,0.07172951526641845,7.72751949983649
42,D: Fuzzy Value+Delta alpha,12,0.008304187663727336,0.007942217373847961,0.07159118461608886,8.167976000113413
123,A: Fixed-alpha,1,0.5213743108113607,0.2746618579864502,0.4147717956542969,2.3991637001745403
123,A: Fixed-alpha,2,0.1588028897576862,0.08066337547302246,0.2105900215148926,2.402916399994865
123,A: Fixed-alpha,3,0.06157431174649133,0.03454056015014648,0.1342247076034546,2.5020595998503268
123,A: Fixed-alpha,4,0.025336166285806233,0.016336580324172973,0.09423423824310302,2.3991694001015276
123,A: Fixed-alpha,5,0.014614528465602133,0.01364784004688263,0.09101754493713379,2.4169099999126047
123,A: Fixed-alpha,6,0.012943259267343415,0.011926975548267365,0.08495863494873047,2.343053499935195
123,A: Fixed-alpha,7,0.011917894427975018,0.011164821147918702,0.08211670551300049,2.401282300008461
123,A: Fixed-alpha,8,0.011323726004196538,0.010733287262916565,0.08115595989227295,2.4371613999828696
123,A: Fixed-alpha,9,0.010759414542880322,0.01035184154510498,0.07920688591003418,2.2947687001433223
123,A: Fixed-alpha,10,0.010346005432307721,0.009871343028545379,0.0777284797668457,2.3454503000248224
123,A: Fixed-alpha,11,0.010141806032094691,0.009849918985366822,0.07756127452850342,2.328013200080022
123,A: Fixed-alpha,12,0.009769171944922871,0.00911630253791809,0.07464413166046142,2.3212917000055313
123,B: Learned Value-only alpha,1,0.28141612246963715,0.03050367875099182,0.13363835563659668,4.686744199832901
123,B: Learned Value-only alpha,2,0.017826397491825952,0.012106910681724549,0.08658728408813476,4.212252900004387
123,B: Learned Value-only alpha,3,0.011949979580938816,0.010927056550979614,0.08249736557006836,4.45713369990699
123,B: Learned Value-only alpha,4,0.010991084665887886,0.010216223573684692,0.08044239978790284,4.2968820000533015
123,B: Learned Value-only alpha,5,0.010337706257899603,0.009713908553123474,0.0786125898361206,4.268362700007856
123,B: Learned Value-only alpha,6,0.00984869020515018,0.009319683527946472,0.07677003898620606,4.460593100171536
123,B: Learned Value-only alpha,7,0.009540180899202824,0.008979541277885437,0.0757730167388916,4.357443899847567
123,B: Learned Value-only alpha,8,0.009287146817478869,0.008870319533348084,0.07536253204345703,4.407694899942726
123,B: Learned Value-only alpha,9,0.009068299644523197,0.008724189853668213,0.07505098876953124,4.495723099913448
123,B: Learned Value-only alpha,10,0.0088906229817205,0.00841053807735443,0.0733370656967163,4.385625299997628
123,B: Learned Value-only alpha,11,0.008742471819122632,0.008352023720741272,0.07327036933898926,4.504634199896827
123,B: Learned Value-only alpha,12,0.008654125458664364,0.00815444462299347,0.07220740776062012,4.391173999989405
123,C: Learned Value+Delta alpha,1,0.3030493827263514,0.03450272173881531,0.13412387428283692,4.422335700131953
123,C: Learned Value+Delta alpha,2,0.021290625679824086,0.01378688383102417,0.09091147823333741,4.238397200126201
123,C: Learned Value+Delta alpha,3,0.013478453748755986,0.012134885883331299,0.0859230089187622,4.280006100190803
123,C: Learned Value+Delta alpha,4,0.012044223328431447,0.010918023753166198,0.08250688381195069,4.2107589999213815
123,C: Learned Value+Delta alpha,5,0.010967647240393692,0.010112731957435608,0.07976348533630372,4.1847328001167625
123,C: Learned Value+Delta alpha,6,0.010256824127501911,0.009579150438308716,0.07799219589233398,3.919945999979973
123,C: Learned Value+Delta alpha,7,0.009728383284476068,0.009221276354789735,0.07651946868896485,4.2783880000934005
123,C: Learned Value+Delta alpha,8,0.009447143092751503,0.009155881547927857,0.07685400638580323,4.122126300120726
123,C: Learned Value+Delta alpha,9,0.009170967743628555,0.00864524302482605,0.07452257423400879,4.127191999927163
123,C: Learned Value+Delta alpha,10,0.008893240331775612,0.00858223683834076,0.07417197074890136,4.132396599976346
123,C: Learned Value+Delta alpha,11,0.008718026776280668,0.008263260817527771,0.07269355735778808,4.201289199991152
123,C: Learned Value+Delta alpha,12,0.008549469409717453,0.008140250444412231,0.0722048053741455,3.8924424999859184
123,D: Fuzzy Value+Delta alpha,1,0.38765151411294935,0.06638549346923828,0.20512196884155273,6.74704990000464
123,D: Fuzzy Value+Delta alpha,2,0.027744034581714205,0.015109514045715332,0.09405508632659912,6.694800299825147
123,D: Fuzzy Value+Delta alpha,3,0.013351718940668635,0.011613189625740051,0.08441189460754395,6.757512500043958
123,D: Fuzzy Value+Delta alpha,4,0.011243896968248818,0.01021231141090393,0.07920745067596435,6.449850299861282
123,D: Fuzzy Value+Delta alpha,5,0.01026493014395237,0.009580363869667053,0.07776987552642822,6.758579300018027
123,D: Fuzzy Value+Delta alpha,6,0.009738319325778219,0.00907151186466217,0.07579861583709717,6.868361999979243
123,D: Fuzzy Value+Delta alpha,7,0.009340427870551745,0.008827328109741212,0.07485742473602294,6.779304000083357
123,D: Fuzzy Value+Delta alpha,8,0.009097081541187234,0.008711887001991271,0.0748954439163208,6.339169000042602
123,D: Fuzzy Value+Delta alpha,9,0.008836825053724977,0.008337657403945924,0.07303754959106445,6.569966600043699
123,D: Fuzzy Value+Delta alpha,10,0.008644052340752549,0.00827160062789917,0.07293184185028076,6.648451999993995
123,D: Fuzzy Value+Delta alpha,11,0.008590016448663342,0.008260410284996033,0.07253556118011474,6.74756950000301
123,D: Fuzzy Value+Delta alpha,12,0.00840876986955603,0.008037932872772217,0.07164910907745362,6.690757000120357
456,A: Fixed-alpha,1,0.5105882589817047,0.2850756408691406,0.41871734619140627,2.1975619001314044
456,A: Fixed-alpha,2,0.1778609750005934,0.0942524664402008,0.22965190391540527,2.284432499902323
456,A: Fixed-alpha,3,0.07579636110862097,0.047245557928085324,0.15868975372314453,2.1221302999183536
456,A: Fixed-alpha,4,0.03574952079190148,0.021543089544773103,0.10929687042236329,2.2125095000956208
456,A: Fixed-alpha,5,0.018210062798526553,0.01517605390548706,0.0941220754623413,2.0725807999260724
456,A: Fixed-alpha,6,0.014548298493027688,0.013117258989810943,0.08784698505401611,2.1825751001015306
456,A: Fixed-alpha,7,0.012984763776262601,0.012003878569602966,0.08478321800231933,2.1204029999207705
456,A: Fixed-alpha,8,0.012017764286448558,0.01140094439983368,0.08238871097564697,2.28921310021542
456,A: Fixed-alpha,9,0.011546239496105247,0.010497198331356048,0.07946166687011719,2.1695722001604736
456,A: Fixed-alpha,10,0.01077437326270673,0.009956667649745942,0.07745611896514892,2.232672000071034
456,A: Fixed-alpha,11,0.010265692095789645,0.009601804995536804,0.07587047843933105,2.1096868999302387
456,A: Fixed-alpha,12,0.009950282811290689,0.009382664406299592,0.07575743770599365,2.1626897000242025
456,B: Learned Value-only alpha,1,0.21289370438456534,0.026751294612884523,0.128399165725708,4.154544499935582
456,B: Learned Value-only alpha,2,0.016149987710018954,0.010918005633354187,0.08332321681976318,4.03036930016242
456,B: Learned Value-only alpha,3,0.010718529423905743,0.010100429272651673,0.08054247779846191,4.18972079991363
456,B: Learned Value-only alpha,4,0.010205106822980774,0.009882710480690003,0.07922545528411865,4.417916999896988
456,B: Learned Value-only alpha,5,0.009844978176057338,0.009255706834793091,0.07709848308563233,3.969681699993089
456,B: Learned Value-only alpha,6,0.00949563179206517,0.009070879817008971,0.07618834228515625,4.011966699967161
456,B: Learned Value-only alpha,7,0.009331357321805425,0.00886125626564026,0.07540664310455322,3.9679747000336647
456,B: Learned Value-only alpha,8,0.0090881788900329,0.008627024555206298,0.07441129817962647,4.0275198998861015
456,B: Learned Value-only alpha,9,0.008929260137180487,0.008483796644210815,0.07363865795135498,4.386686700163409
456,B: Learned Value-only alpha,10,0.00881287633213732,0.008325055766105652,0.07305361232757568,4.055767400190234
456,B: Learned Value-only alpha,11,0.00866186632340153,0.008251831483840942,0.07260173091888428,4.098953000037
456,B: Learned Value-only alpha,12,0.008619374567435847,0.008186501955986024,0.07220666694641113,3.9889173000119627
456,C: Learned Value+Delta alpha,1,0.29769142703711987,0.02990144248008728,0.13362292900085448,3.5739709998015314
456,C: Learned Value+Delta alpha,2,0.01822456094208691,0.011382680749893188,0.08487637329101562,4.207907299976796
456,C: Learned Value+Delta alpha,3,0.01101512197819021,0.010207068634033202,0.0808985429763794,3.9659853000193834
456,C: Learned Value+Delta alpha,4,0.01039803702218665,0.009794617795944214,0.07886895980834961,3.9717814000323415
456,C: Learned Value+Delta alpha,5,0.009993027141524686,0.00949293851852417,0.0779618034362793,3.940635999897495
456,C: Learned Value+Delta alpha,6,0.009652925776938598,0.009100686955451966,0.07631024913787841,3.8527566001284868
456,C: Learned Value+Delta alpha,7,0.009429333111478222,0.008920763230323791,0.07545247821807861,3.8867394998669624
456,C: Learned Value+Delta alpha,8,0.00916496893680758,0.008830779576301575,0.07510720348358155,3.979246199829504
456,C: Learned Value+Delta alpha,9,0.009011937208473682,0.008666485071182251,0.07433488807678222,3.9597461000084877
456,C: Learned Value+Delta alpha,10,0.008858786819709672,0.008378161311149598,0.07332837371826172,4.107411500066519
456,C: Learned Value+Delta alpha,11,0.008732605658471584,0.008244657468795777,0.0727824291229248,4.041198399849236
456,C: Learned Value+Delta alpha,12,0.008554652854800225,0.008126744771003723,0.07225172748565674,4.296831199899316
456,D: Fuzzy Value+Delta alpha,1,0.43310151941246455,0.13746422386169432,0.24517731590270997,6.774023900041357
456,D: Fuzzy Value+Delta alpha,2,0.06591389380229844,0.01993250925540924,0.10084076900482178,6.81378800002858
456,D: Fuzzy Value+Delta alpha,3,0.017317286878824233,0.01377823190689087,0.08878105525970459,6.905658100033179
456,D: Fuzzy Value+Delta alpha,4,0.013404951663480864,0.011691777229309083,0.08384569053649903,6.697782300179824
456,D: Fuzzy Value+Delta alpha,5,0.011682664543390274,0.010603861951828003,0.08075659503936768,6.347518699942157
456,D: Fuzzy Value+Delta alpha,6,0.010613621998164388,0.009774879431724549,0.07805402889251709,6.59143009991385
456,D: Fuzzy Value+Delta alpha,7,0.009941304220921463,0.009340038180351257,0.07677677898406983,6.4138535999227315
456,D: Fuzzy Value+Delta alpha,8,0.009488038972020149,0.00886712293624878,0.07506914463043213,6.680809099925682
456,D: Fuzzy Value+Delta alpha,9,0.009140334711306625,0.008659745907783508,0.07422518501281739,7.0714391998481005
456,D: Fuzzy Value+Delta alpha,10,0.008877985410806205,0.008374659585952758,0.07329649696350098,6.814428499899805
456,D: Fuzzy Value+Delta alpha,11,0.008660961395336522,0.0082269029378891,0.07263630905151368,6.940275599947199
456,D: Fuzzy Value+Delta alpha,12,0.008482895779940818,0.008105482077598572,0.07227376461029053,6.645988199859858
