y,delta,z,alpha,mu1,mu2,mu3
0.48,-0.2,0.28437266,0.36017764,0.05441135,0.62581664,0.319772
0.48,-0.16,0.28838244,0.36261606,0.05355717,0.6237318,0.32271102
0.48,-0.12,0.29236993,0.3650493,0.052718535,0.6216362,0.3256453
0.48,-0.08,0.29633468,0.36747667,0.051895313,0.6195307,0.32857394
0.48,-0.04,0.30027658,0.36989793,0.05108726,0.61741614,0.33149663
0.48,0.0,0.30419543,0.3723126,0.05029408,0.6152931,0.33441278
0.48,0.04,0.3080911,0.37472045,0.04951558,0.6131624,0.33732206
0.48,0.08,0.31196353,0.37712106,0.04875151,0.6110245,0.3402239
0.48,0.12,0.31581268,0.37951425,0.04800162,0.6088803,0.34311804
0.48,0.16,0.3196385,0.38189965,0.047265667,0.6067303,0.34600404
0.48,0.2,0.32344106,0.38427714,0.04654338,0.604575,0.34888166
0.48,0.24,0.32722044,0.38664642,0.045834478,0.6024149,0.35175055
0.48,0.28,0.3309767,0.38900736,0.045138735,0.6002507,0.35461053
0.48,0.32,0.33471003,0.39135978,0.044455893,0.59808284,0.3574613
0.48,0.36,0.3384206,0.39370358,0.04378564,0.59591156,0.36030278
0.48,0.4,0.3421086,0.3960387,0.043127757,0.59373754,0.36313474
0.48,0.44,0.34577426,0.39836502,0.04248195,0.59156096,0.36595708
0.48,0.48,0.3494178,0.4006824,0.041848004,0.58938235,0.36876962
0.48,0.52,0.3530395,0.40299088,0.04122563,0.587202,0.37157238
0.48,0.56,0.3566397,0.40529042,0.040614564,0.5850201,0.37436524
0.48,0.6,0.36021864,0.40758103,0.04001458,0.5828373,0.37714818
0.48,0.64,0.36377662,0.40986267,0.03942541,0.5806535,0.37992114
0.48,0.68,0.367314,0.41213524,0.038846847,0.5784691,0.38268405
0.48,0.72,0.3708311,0.41439903,0.03827858,0.57628435,0.38543707
0.48,0.76,0.3743282,0.41665372,0.037720468,0.57409954,0.38818
0.48,0.8,0.3778057,0.4188997,0.0371722,0.5719148,0.39091304
0.48,0.84,0.38126388,0.42113668,0.036633603,0.5697304,0.39363605
0.48,0.88,0.3847031,0.42336494,0.036104415,0.5675464,0.3963492
0.48,0.92,0.3881237,0.42558438,0.03558448,0.5653631,0.3990524
0.48,0.96,0.39152595,0.42779517,0.03507356,0.5631807,0.4017458
0.48,1.0,0.3949102,0.4299972,0.03457145,0.5609993,0.4044293
0.48,1.04,0.39827672,0.43219054,0.034077987,0.55881906,0.40710294
0.48,1.08,0.40162587,0.43437535,0.033592932,0.55664015,0.4097669
0.48,1.12,0.40495786,0.4365516,0.033116136,0.55446285,0.41242108
0.48,1.16,0.40827295,0.43871924,0.032647427,0.55228716,0.41506544
0.48,1.2,0.41157144,0.44087836,0.032186616,0.5501133,0.41770008
0.48,1.24,0.41485357,0.44302893,0.03173357,0.5479415,0.42032495
0.48,1.28,0.41811946,0.445171,0.031288106,0.5457719,0.42294005
0.48,1.32,0.42136952,0.4473046,0.030850042,0.5436045,0.42554548
0.48,1.36,0.42460376,0.4494297,0.030419286,0.54143965,0.42814106
0.48,1.4,0.42782247,0.4515463,0.029995648,0.5392775,0.4307269
0.48,1.44,0.43102568,0.4536543,0.029579021,0.5371182,0.43330276
0.48,1.48,0.4342136,0.45575374,0.029169278,0.53496194,0.4358688
0.48,1.52,0.43738648,0.45784461,0.02876625,0.53280884,0.4384249
0.48,1.56,0.44054422,0.45992678,0.028369863,0.53065926,0.44097087
0.48,1.6,0.44368702,0.46200025,0.027979976,0.52851325,0.44350675
0.48,1.64,0.44681498,0.46406502,0.027596448,0.526371,0.4460325
0.48,1.68,0.44992802,0.4661209,0.027219212,0.524233,0.44854787
0.48,1.72,0.45302635,0.46816787,0.026848141,0.5220991,0.45105284
0.48,1.76,0.4561099,0.47020584,0.026483119,0.51996964,0.4535473
0.48,1.8,0.45917875,0.47223467,0.026124058,0.5178448,0.45603105
0.48,1.84,0.4622328,0.4742544,0.02577085,0.515725,0.45850408
0.48,1.88,0.46527216,0.47626483,0.02542343,0.5136103,0.4609662
0.48,1.92,0.46829677,0.47826585,0.025081674,0.5115011,0.46341726
0.48,1.96,0.4713065,0.4802574,0.02474551,0.50939745,0.4658571
0.48,2.0,0.4743014,0.48223925,0.024414856,0.50729966,0.4682855
0.52,-2.0,0.08649195,0.25238603,0.1120504,0.6959278,0.19202183
0.52,-1.96,0.09089289,0.25448573,0.11040113,0.695146,0.1944528
0.52,-1.92,0.09529762,0.2566015,0.108768724,0.6943257,0.19690564
0.52,-1.88,0.09970564,0.2587332,0.10715318,0.6934668,0.1993801
0.52,-1.84,0.10411659,0.2608806,0.105554685,0.6925693,0.20187595
0.52,-1.8,0.10853003,0.26304358,0.10397331,0.69163364,0.20439304
0.52,-1.76,0.11294557,0.26522183,0.10240909,0.6906599,0.20693102
0.52,-1.72,0.11736277,0.2674152,0.100862145,0.68964815,0.20948966
0.52,-1.68,0.12178118,0.26962346,0.099332534,0.6885988,0.21206872
0.52,-1.64,0.1262003,0.2718463,0.09782036,0.6875119,0.21466778
0.52,-1.6,0.13061978,0.27408344,0.096325636,0.6863878,0.21728657
0.52,-1.56,0.13503906,0.27633467,0.09484842,0.68522674,0.21992481
0.52,-1.52,0.13945763,0.27859962,0.093388855,0.68402916,0.22258198
0.52,-1.48,0.14387505,0.280878,0.091946885,0.6827953,0.22525781
0.52,-1.44,0.14829071,0.28316945,0.09052257,0.6815256,0.22795182
0.52,-1.4,0.15270409,0.28547364,0.08911603,0.68022037,0.23066361
0.52,-1.36,0.15711465,0.2877901,0.087727286,0.6788801,0.23339261
0.52,-1.32,0.1615218,0.29011858,0.08635631,0.6775052,0.23613846
0.52,-1.28,0.16592498,0.2924586,0.08500318,0.67609614,0.23890066
0.52,-1.24,0.1703235,0.29480964,0.08366796,0.67465353,0.2416785
0.52,-1.2,0.17471674,0.29717135,0.082350634,0.67317784,0.24447154
0.52,-1.16,0.17910413,0.29954326,0.081051216,0.67166966,0.24727921
0.52,-1.12,0.1834849,0.3019247,0.07976973,0.67012954,0.25010076
0.52,-1.08,0.18785839,0.30431533,0.078506224,0.6685581,0.25293565
0.52,-1.04,0.19222394,0.30671448,0.077260666,0.66695625,0.2557831
0.52,-1.0,0.19658081,0.30912176,0.07603306,0.6653243,0.2586426
0.52,-0.96,0.20092823,0.31153643,0.07482341,0.66366327,0.2615133
0.52,-0.92,0.20526552,0.313958,0.07363171,0.6619738,0.2643945
0.52,-0.88,0.2095919,0.31638578,0.072457954,0.6602566,0.26728538
0.52,-0.84,0.21390665,0.31881925,0.07130208,0.6585127,0.2701853
0.52,-0.8,0.21820897,0.32125762,0.07016409,0.6567426,0.27309328
0.52,-0.76,0.22249818,0.32370046,0.06904394,0.6549473,0.27600873
0.52,-0.72,0.22677349,0.32614696,0.06794157,0.65312773,0.2789307
0.52,-0.68,0.2310341,0.32859653,0.06685694,0.6512847,0.2818584
0.52,-0.64,0.2352794,0.3310485,0.06578992,0.64941907,0.28479102
0.52,-0.6,0.2395086,0.33350223,0.064740494,0.64753175,0.28772777
0.52,-0.56,0.24372102,0.33595705,0.06370854,0.6456237,0.29066777
0.52,-0.52,0.247916,0.33841234,0.062693976,0.6436958,0.29361024
0.52,-0.48,0.25209287,0.34086743,0.061696656,0.6417489,0.2965544
0.52,-0.44,0.25625104,0.34332177,0.060716458,0.6397841,0.29949945
0.52,-0.4,0.2603898,0.34577465,0.059753302,0.6378022,0.30244455
0.52,-0.36,0.26450878,0.34822556,0.058806986,0.63580406,0.305389
0.52,-0.32,0.26860735,0.35067385,0.057877354,0.6337906,0.30833206
0.52,-0.28,0.27268508,0.35311896,0.056964252,0.6317628,0.31127298
0.52,-0.24,0.27674147,0.35556048,0.056067467,0.6297214,0.31421116
0.52,-0.2,0.2807762,0.35799772,0.055186838,0.62766725,0.31714585
0.52,-0.16,0.28478888,0.36043036,0.054322194,0.62560135,0.32007653
0.52,-0.12,0.2887792,0.36285782,0.053473227,0.62352425,0.3230025
0.52,-0.08,0.29274693,0.36527973,0.052639816,0.6214369,0.32592326
0.52,-0.04,0.2966918,0.36769572,0.051821694,0.61934006,0.3288383
0.52,0.0,0.30061373,0.3701054,0.051018603,0.6172343,0.3317471
0.52,0.04,0.30451253,0.37250832,0.050230335,0.6151204,0.3346492
0.52,0.08,0.3083881,0.37490433,0.049456626,0.6129991,0.33754426
0.52,0.12,0.31224048,0.37729302,0.04869724,0.6108709,0.3404318
0.52,0.16,0.31606963,0.37967426,0.047951918,0.6087365,0.34331158
0.52,0.2,0.3198756,0.3820477,0.04722036,0.6065964,0.3461832
0.52,0.24,0.3236584,0.38441324,0.046502348,0.60445124,0.3490464
0.52,0.28,0.32741827,0.38677067,0.045797605,0.6023014,0.35190102
0.52,0.32,0.33115527,0.38911974,0.045105882,0.6001474,0.3547467
0.52,0.36,0.33486962,0.39146048,0.044426885,0.5979898,0.35758337
0.52,0.4,0.33856148,0.3937927,0.043760344,0.59582883,0.3604108
0.52,0.44,0.34223112,0.39611638,0.043106038,0.593665,0.36322895
0.52,0.48,0.34587872,0.39843136,0.04246368,0.59149873,0.36603758
0.52,0.52,0.34950465,0.4007377,0.041832987,0.58933026,0.36883676
0.52,0.56,0.35310912,0.40303525,0.041213743,0.58715993,0.37162626
0.52,0.6,0.35669246,0.40532416,0.040605675,0.5849881,0.3744062
0.52,0.64,0.36025497,0.40760428,0.04000853,0.582815,0.37717646
0.52,0.68,0.363797,0.40987572,0.039422084,0.580641,0.37993702
0.52,0.72,0.36731887,0.4121384,0.038846046,0.5784661,0.38268787
0.52,0.76,0.3708209,0.41439238,0.03828023,0.5762907,0.38542902
0.52,0.8,0.37430343,0.41663775,0.037724383,0.5741151,0.38816056
0.52,0.84,0.3777668,0.4188745,0.03717828,0.5719393,0.3908824
0.52,0.88,0.3812113,0.4211026,0.036641736,0.5697636,0.3935946
0.52,0.92,0.38463733,0.42332232,0.03611448,0.56758827,0.39629728
0.52,0.96,0.38804516,0.42553338,0.03559634,0.56541336,0.3989903
0.52,1.0,0.39143515,0.42773607,0.035087112,0.56323904,0.40167382
0.52,1.04,0.3948076,0.42993033,0.034586594,0.56106555,0.40434784
0.52,1.08,0.39816278,0.4321163,0.034094572,0.558893,0.40701243
0.52,1.12,0.40150097,0.43429384,0.033610914,0.5567216,0.4096675
0.52,1.16,0.40482253,0.43646312,0.033135388,0.5545514,0.41231316
0.52,1.2,0.4081276,0.4386241,0.032667875,0.5523827,0.41494942
0.52,1.24,0.41141647,0.44077685,0.032208145,0.5502157,0.4175762
0.52,1.28,0.41468942,0.4429213,0.0317561,0.54805034,0.42019358
0.52,1.32,0.41794664,0.44505757,0.031311546,0.5458869,0.42280158
0.52,1.36,0.4211883,0.44718555,0.03087432,0.54372555,0.42540008
0.52,1.4,0.42441452,0.44930527,0.030444345,0.54156655,0.4279891
0.52,1.44,0.42762563,0.45141682,0.030021409,0.53940994,0.4305687
0.52,1.48,0.4308217,0.45351994,0.029605426,0.53725594,0.43313858
0.52,1.52,0.43400282,0.45561484,0.029196212,0.53510475,0.43569902
0.52,1.56,0.43716916,0.45770139,0.028793713,0.53295654,0.43824977
0.52,1.6,0.44032076,0.45977938,0.02839777,0.5308116,0.44079062
0.52,1.64,0.44345778,0.46184897,0.028008247,0.5286701,0.44332173
0.52,1.68,0.44658023,0.46391,0.027625086,0.52653205,0.44584286
0.52,1.72,0.4496882,0.46596238,0.027248112,0.52439785,0.44835395
0.52,1.76,0.4527817,0.46800616,0.026877286,0.52226776,0.45085496
0.52,1.8,0.45586076,0.47004116,0.026512455,0.52014184,0.4533457
0.52,1.84,0.45892537,0.47206724,0.02615354,0.5180205,0.455826
0.52,1.88,0.46197554,0.47408426,0.025800453,0.5159038,0.45829576
0.52,1.92,0.4650112,0.47609222,0.025453098,0.5137921,0.46075478
0.52,1.96,0.46803236,0.47809094,0.025111394,0.5116856,0.46320298
0.52,2.0,0.47103903,0.48008043,0.024775228,0.50958455,0.46564025
0.56,-2.0,0.08297517,0.25071847,0.113381416,0.69652504,0.19009347
0.56,-1.96,0.08736178,0.25279993,0.11172296,0.6957763,0.19250077
0.56,-1.92,0.09175273,0.2548976,0.11008105,0.6949889,0.19493005
0.56,-1.88,0.09614765,0.25701144,0.10845576,0.69416296,0.19738126
0.56,-1.84,0.10054613,0.25914127,0.10684721,0.69329864,0.19985412
0.56,-1.8,0.10494781,0.2612869,0.105255485,0.69239604,0.20234853
0.56,-1.76,0.10935217,0.2634481,0.10368072,0.6914552,0.20486411
0.56,-1.72,0.11375883,0.26562458,0.102122925,0.6904764,0.20740062
0.56,-1.68,0.118167415,0.2678163,0.100582264,0.68945986,0.20995788
0.56,-1.64,0.12257735,0.27002287,0.099058814,0.68840563,0.21253552
0.56,-1.6,0.12698822,0.27224407,0.09755259,0.68731415,0.21513322
0.56,-1.56,0.13139953,0.27447957,0.09606373,0.6861856,0.21775062
0.56,-1.52,0.13581073,0.27672923,0.09459227,0.6850203,0.22038746
0.56,-1.48,0.14022136,0.2789925,0.09313829,0.68381846,0.22304322
0.56,-1.44,0.14463077,0.2812692,0.091701895,0.68258065,0.22571753
0.56,-1.4,0.14903857,0.2835589,0.09028305,0.68130696,0.22840999
0.56,-1.36,0.15344405,0.2858613,0.08888189,0.67999804,0.23112014
0.56,-1.32,0.15784664,0.2881759,0.087498404,0.6786542,0.23384738
0.56,-1.28,0.16224572,0.29050237,0.086132705,0.67727596,0.23659134
0.56,-1.24,0.16664067,0.2928402,0.084784836,0.6758638,0.23935138
0.56,-1.2,0.17103079,0.29518896,0.08345479,0.6744183,0.24212691
0.56,-1.16,0.17541543,0.29754817,0.08214264,0.6729399,0.24491744
0.56,-1.12,0.17979392,0.29991737,0.08084836,0.6714294,0.2477223
0.56,-1.08,0.18416551,0.30229586,0.079572074,0.66988724,0.25054073
0.56,-1.04,0.18852943,0.30468327,0.07831372,0.6683141,0.2533722
0.56,-1.0,0.19288509,0.30707902,0.07707338,0.6667107,0.25621596
0.56,-0.96,0.19723156,0.30948243,0.075851,0.66507775,0.25907123
0.56,-0.92,0.20156816,0.31189293,0.07464664,0.663416,0.26193732
0.56,-0.88,0.20589411,0.31430998,0.073460236,0.6617263,0.26481348
0.56,-0.84,0.21020865,0.31673288,0.07229183,0.66000926,0.26769888
0.56,-0.8,0.21451099,0.31916106,0.07114134,0.65826595,0.27059278
0.56,-0.76,0.21880035,0.32159376,0.07000882,0.6564969,0.2734943
0.56,-0.72,0.22307599,0.3240304,0.06889415,0.65470314,0.27640268
0.56,-0.68,0.22733712,0.32647038,0.06779729,0.6528856,0.2793171
0.56,-0.64,0.23158304,0.3289129,0.0667182,0.651045,0.28223673
0.56,-0.6,0.23581295,0.33135748,0.065656796,0.6491825,0.28516072
0.56,-0.56,0.24002622,0.33380333,0.06461298,0.6472988,0.28808826
0.56,-0.52,0.24422212,0.33624977,0.06358665,0.64539486,0.2910185
0.56,-0.48,0.2484,0.33869627,0.062577754,0.6434716,0.29395068
0.56,-0.44,0.25255924,0.34114224,0.061586097,0.64152986,0.29688403
0.56,-0.4,0.25669923,0.3435869,0.06061157,0.6395707,0.29981768
0.56,-0.36,0.2608195,0.34602988,0.059654035,0.63759494,0.30275106
0.56,-0.32,0.26491937,0.3484704,0.058713306,0.6356034,0.30568326
0.56,-0.28,0.26899844,0.35090792,0.057789277,0.63359714,0.30861354
0.56,-0.24,0.27305633,0.35334206,0.056881707,0.63157696,0.3115414
0.56,-0.2,0.27709264,0.35577223,0.055990368,0.62954354,0.3144661
0.56,-0.16,0.28110695,0.35819793,0.055115163,0.62749785,0.31738698
0.56,-0.12,0.28509903,0.36061874,0.054255802,0.62544066,0.32030353
0.56,-0.08,0.28906858,0.3630342,0.0534121,0.6233728,0.32321513
0.56,-0.04,0.29301536,0.3654439,0.052583817,0.6212949,0.32612127
0.56,0.0,0.29693928,0.36784753,0.051770713,0.6192078,0.3290215
0.56,0.04,0.3008402,0.37024477,0.05097256,0.61711204,0.3319154
0.56,0.08,0.30471805,0.37263522,0.050189067,0.6150085,0.3348025
0.56,0.12,0.30857277,0.37501866,0.049420018,0.6128975,0.33768246
0.56,0.16,0.31240442,0.37739486,0.048665147,0.6107799,0.3405549
0.56,0.2,0.316213,0.37976357,0.047924176,0.6086562,0.3434196
0.56,0.24,0.3199986,0.38212454,0.047196865,0.6065269,0.3462762
0.56,0.28,0.32376128,0.38447765,0.046482973,0.60439265,0.3491244
0.56,0.32,0.3275013,0.38682276,0.04578216,0.60225374,0.35196412
0.56,0.36,0.33121875,0.38915968,0.04509421,0.60011065,0.3547951
0.56,0.4,0.3349139,0.3914884,0.04441883,0.5979639,0.35761723
0.56,0.44,0.33858693,0.3938088,0.0437558,0.5958139,0.36043033
0.56,0.48,0.34223813,0.39612082,0.043104794,0.5936609,0.3632343
0.56,0.52,0.3458677,0.39842436,0.042465616,0.5915053,0.36602908
0.56,0.56,0.34947598,0.4007194,0.04183795,0.5893474,0.3688146
0.56,0.6,0.35306332,0.40300608,0.04122156,0.5871876,0.37159082
0.56,0.64,0.3566299,0.4052841,0.040616233,0.58502614,0.37435758
0.56,0.68,0.36017618,0.40755382,0.04002165,0.5828633,0.3771151
0.56,0.72,0.36370242,0.40981495,0.039437633,0.58069915,0.37986317
0.56,0.76,0.367209,0.4120677,0.03886392,0.5785342,0.38260192
0.56,0.8,0.3706962,0.41431203,0.038300265,0.57636845,0.3853313
0.56,0.84,0.37416437,0.416548,0.03774646,0.5742022,0.38805136
0.56,0.88,0.37761384,0.41877565,0.037202273,0.5720356,0.3907621
0.56,0.92,0.381045,0.420995,0.036667492,0.569869,0.39346355
0.56,0.96,0.38445815,0.42320612,0.036141895,0.5677023,0.39615577
0.56,1.0,0.38785356,0.425409,0.0356253,0.5655359,0.39883876
0.56,1.04,0.39123163,0.4276038,0.03511751,0.56336987,0.40151262
0.56,1.08,0.39459255,0.42979035,0.034618326,0.56120443,0.40417722
0.56,1.12,0.3979367,0.43196887,0.03412755,0.55903965,0.40683272
0.56,1.16,0.40126437,0.4341394,0.033645004,0.5568758,0.40947917
0.56,1.2,0.40457577,0.43630195,0.033170518,0.554713,0.41211653
0.56,1.24,0.40787113,0.4384563,0.032703944,0.5525513,0.41474468
0.56,1.28,0.41115078,0.44060284,0.032245077,0.550391,0.41736385
0.56,1.32,0.41441488,0.44274136,0.03179381,0.54823226,0.41997394
0.56,1.36,0.41766363,0.4448719,0.031349964,0.5460752,0.42257488
0.56,1.4,0.42089728,0.44699442,0.030913372,0.5439199,0.4251667
0.56,1.44,0.4241159,0.44910902,0.03048393,0.5417667,0.42774937
0.56,1.48,0.42731974,0.4512156,0.03006148,0.5396157,0.43032286
0.56,1.52,0.4305089,0.4533141,0.029645922,0.53746706,0.43288702
0.56,1.56,0.4336835,0.45540452,0.029237079,0.53532106,0.43544194
0.56,1.6,0.43684372,0.4574868,0.028834863,0.5331777,0.43798745
0.56,1.64,0.4399895,0.45956093,0.028439153,0.5310374,0.4405235
0.56,1.68,0.44312105,0.46162677,0.02804984,0.5289002,0.44304994
0.56,1.72,0.44623843,0.46368438,0.02766681,0.5267664,0.4455668
0.56,1.76,0.44934154,0.4657335,0.02728994,0.5246362,0.44807383
0.56,1.8,0.45243055,0.46777415,0.026919162,0.5225099,0.450571
0.56,1.84,0.45550543,0.46980625,0.026554333,0.5203875,0.45305818
0.56,1.88,0.4585661,0.4718296,0.026195405,0.5182694,0.4555351
0.56,1.92,0.46161267,0.4738443,0.025842234,0.51615584,0.45800188
0.56,1.96,0.46464506,0.47585,0.025494788,0.5140471,0.4604581
0.56,2.0,0.4676632,0.47784668,0.025152944,0.51194334,0.46290377
0.6,-2.0,0.07944291,0.24905282,0.11473014,0.6971005,0.1881694
0.6,-1.96,0.08381354,0.2511152,0.11306306,0.6963849,0.19055206
0.6,-1.92,0.0881892,0.2531941,0.11141218,0.6956308,0.19295698
0.6,-1.88,0.092569485,0.25528938,0.10977765,0.6948383,0.19538411
0.6,-1.84,0.096953966,0.25740084,0.10815953,0.69400734,0.19783314
0.6,-1.8,0.10134225,0.25952828,0.106557995,0.6931381,0.20030384
0.6,-1.76,0.10573392,0.2616716,0.1049731,0.6922308,0.20279607
0.6,-1.72,0.11012854,0.26383048,0.10340498,0.69128543,0.20530954
0.6,-1.68,0.11452564,0.2660048,0.101853676,0.6903023,0.20784403
0.6,-1.64,0.11892472,0.26819423,0.100319386,0.68928146,0.21039915
0.6,-1.6,0.12332539,0.27039856,0.09880213,0.6882232,0.2129747
0.6,-1.56,0.1277271,0.27261752,0.09730196,0.68712777,0.21557027
0.6,-1.52,0.13212931,0.27485085,0.095819086,0.6859954,0.21818556
0.6,-1.48,0.13653152,0.2770981,0.0943535,0.6848263,0.22082011
0.6,-1.44,0.14093314,0.27935904,0.09290526,0.68362105,0.2234736
0.6,-1.4,0.14533359,0.28163332,0.091474526,0.6823799,0.22614554
0.6,-1.36,0.1497323,0.2839206,0.09006126,0.6811032,0.22883551
0.6,-1.32,0.15412864,0.2862203,0.08866564,0.6797914,0.23154297
0.6,-1.28,0.15852197,0.28853217,0.08728768,0.6784449,0.2342674
0.6,-1.24,0.16291158,0.2908557,0.085927464,0.67706424,0.23700832
0.6,-1.2,0.16729684,0.29319042,0.084584974,0.67564994,0.23976505
0.6,-1.16,0.1716771,0.29553592,0.08326035,0.6742025,0.24253714
0.6,-1.12,0.17605151,0.29789153,0.0819536,0.67272264,0.24532378
0.6,-1.08,0.1804194,0.30025685,0.08066479,0.6712108,0.24812442
0.6,-1.04,0.18478005,0.3026313,0.079393916,0.66966766,0.2509384
0.6,-1.0,0.18913266,0.3050143,0.078141026,0.668094,0.253765
0.6,-0.96,0.19347642,0.30740523,0.07690616,0.66649044,0.2566034
0.6,-0.92,0.19781062,0.30980358,0.07568931,0.66485775,0.25945294
0.6,-0.88,0.20213442,0.31220862,0.0744905,0.6631967,0.26231283
0.6,-0.84,0.20644696,0.31461978,0.07330969,0.6615081,0.26518226
0.6,-0.8,0.21074755,0.3170364,0.07214692,0.65979266,0.26806048
0.6,-0.76,0.2150354,0.3194578,0.07100212,0.65805125,0.27094662
0.6,-0.72,0.21930966,0.32188344,0.06987529,0.6562848,0.27383995
0.6,-0.68,0.22356957,0.32431248,0.068766356,0.6544942,0.27673948
0.6,-0.64,0.22781444,0.32674438,0.067675285,0.65268016,0.27964455
0.6,-0.6,0.23204345,0.32917848,0.06660199,0.65084374,0.28255427
0.6,-0.56,0.23625593,0.3316141,0.06554643,0.6489858,0.2854678
0.6,-0.52,0.24045116,0.33405054,0.064508446,0.6471072,0.28838432
0.6,-0.48,0.24462849,0.3364873,0.06348797,0.64520895,0.29130307
0.6,-0.44,0.24878734,0.33892366,0.06248485,0.6432919,0.29422328
0.6,-0.4,0.252927,0.341359,0.061498996,0.6413569,0.2971441
0.6,-0.36,0.25704706,0.34379274,0.060530256,0.6394049,0.3000648
0.6,-0.32,0.26114687,0.3462244,0.059578456,0.6374368,0.3029847
0.6,-0.28,0.265226,0.3486533,0.058643438,0.6354535,0.30590305
0.6,-0.24,0.26928407,0.351079,0.057725027,0.6334558,0.3088192
0.6,-0.2,0.27332067,0.35350096,0.05682297,0.6314445,0.31173256
0.6,-0.16,0.2773354,0.35591865,0.05593713,0.62942046,0.31464237
0.6,-0.12,0.28132808,0.35833177,0.055067286,0.6273845,0.31754822
0.6,-0.08,0.28529832,0.36073983,0.054213174,0.62533736,0.32044944
0.6,-0.04,0.28924596,0.3631423,0.053374644,0.62327987,0.3233455
0.6,0.0,0.29317096,0.36553904,0.052551385,0.62121254,0.32623607
0.6,0.04,0.29707304,0.3679296,0.051743172,0.6191363,0.32912058
0.6,0.08,0.30095223,0.3703137,0.05094978,0.6170516,0.33199865
0.6,0.12,0.30480844,0.37269104,0.050170932,0.6149592,0.33486992
0.6,0.16,0.30864173,0.37506136,0.049406353,0.61285955,0.33773407
0.6,0.2,0.31245214,0.37742448,0.048655804,0.6107534,0.34059075
0.6,0.24,0.31623974,0.3797802,0.047919024,0.6086412,0.34343973
0.6,0.28,0.32000458,0.3821283,0.047195736,0.6065236,0.34628072
0.6,0.32,0.32374695,0.38446864,0.04648567,0.6044008,0.34911352
0.6,0.36,0.3274669,0.38680118,0.04578855,0.6022735,0.351938
0.6,0.4,0.33116472,0.3891257,0.045104146,0.60014194,0.3547539
0.6,0.44,0.3348406,0.39144215,0.044432167,0.59800667,0.35756114
0.6,0.48,0.33849484,0.39375058,0.043772325,0.595868,0.36035973
0.6,0.52,0.3421276,0.39605075,0.043124396,0.5937263,0.36314934
0.6,0.56,0.34573925,0.39834273,0.042488087,0.5915818,0.36593005
0.6,0.6,0.3493301,0.40062654,0.04186319,0.589435,0.36870182
0.6,0.64,0.35290042,0.40290213,0.041249406,0.58728606,0.37146458
0.6,0.68,0.35645053,0.40516952,0.04064649,0.58513516,0.37421834
0.6,0.72,0.35998073,0.4074286,0.040054243,0.5829828,0.37696296
0.6,0.76,0.36349148,0.4096796,0.039472364,0.580829,0.37969863
0.6,0.8,0.366983,0.41192243,0.03890069,0.578674,0.38242525
0.6,0.84,0.37045565,0.41415712,0.038338922,0.5765182,0.38514286
0.6,0.88,0.37390983,0.4163838,0.037786867,0.57436156,0.38785157
0.6,0.92,0.37734577,0.41860238,0.037244316,0.5722044,0.3905512
0.6,0.96,0.3807639,0.420813,0.036711063,0.5700469,0.393242
0.6,1.0,0.38416448,0.4230157,0.036186878,0.56788915,0.39592394
0.6,1.04,0.38754782,0.4252105,0.03567157,0.5657314,0.398597
0.6,1.08,0.39091426,0.4273974,0.035164975,0.56357384,0.40126118
0.6,1.12,0.39426407,0.42957652,0.034666844,0.5614165,0.4039166
0.6,1.16,0.39759752,0.43174782,0.03417705,0.5592597,0.40656322
0.6,1.2,0.40091497,0.43391138,0.03369541,0.5571035,0.4092011
0.6,1.24,0.4042166,0.43606716,0.03322172,0.55494803,0.41183022
0.6,1.28,0.40750262,0.43821532,0.03275584,0.5527935,0.41445065
0.6,1.32,0.41077337,0.44035572,0.032297604,0.55064005,0.41706228
0.6,1.36,0.41402894,0.4424884,0.0318469,0.54848796,0.41966516
0.6,1.4,0.41726965,0.4446134,0.03140349,0.5463372,0.42225927
0.6,1.44,0.42049554,0.44673064,0.030967327,0.54418814,0.42484453
0.6,1.48,0.42370695,0.44884026,0.03053821,0.54204077,0.42742106
0.6,1.52,0.42690387,0.45094204,0.030116042,0.53989536,0.4299886
0.6,1.56,0.43008652,0.453036,0.029700672,0.53775203,0.43254724
0.6,1.6,0.43325493,0.4551222,0.029291986,0.5356111,0.43509686
0.6,1.64,0.43640935,0.45720053,0.028889874,0.53347266,0.43763745
0.6,1.68,0.43954965,0.45927083,0.028494203,0.531337,0.44016877
0.6,1.72,0.44267613,0.46133322,0.028104885,0.52920425,0.44269088
0.6,1.76,0.44578865,0.46338746,0.02772179,0.5270747,0.44520357
0.6,1.8,0.44888732,0.46543348,0.027344821,0.52494836,0.44770676
0.6,1.84,0.4519722,0.46747127,0.02697389,0.5228257,0.45020035
0.6,1.88,0.45504317,0.46950072,0.026608901,0.5207069,0.4526842
0.6,1.92,0.45810032,0.47152168,0.026249757,0.5185921,0.4551581
0.6,1.96,0.46114358,0.47353405,0.025896352,0.5164817,0.457622
0.6,2.0,0.464173,0.4755377,0.025548615,0.5143757,0.46007565
0.64,-2.0,0.075893514,0.24738833,0.1160973,0.6976539,0.18624881
0.64,-1.96,0.08024678,0.24943107,0.114422135,0.6969717,0.18860616
0.64,-1.92,0.084605634,0.25149047,0.11276283,0.69625115,0.19098595
0.64,-1.88,0.08896969,0.2535664,0.11111962,0.6954923,0.19338804
0.64,-1.84,0.09333869,0.25565878,0.10949244,0.69469523,0.19581234
0.64,-1.8,0.09771207,0.25776732,0.1078816,0.6938599,0.19825853
