y,delta,z,alpha,mu1,mu2,mu3
-0.92,-1.88,0.23312043,0.32980013,0.06633084,0.65037143,0.28329772
-0.92,-1.84,0.2369055,0.33199066,0.06538485,0.6486968,0.2859184
-0.92,-1.8,0.24067236,0.33417934,0.06445408,0.6470074,0.28853852
-0.92,-1.76,0.24442095,0.336366,0.06353835,0.6453039,0.29115772
-0.92,-1.72,0.24815123,0.3385503,0.06263747,0.6435868,0.29377568
-0.92,-1.68,0.2518632,0.34073222,0.061751135,0.6418567,0.29639217
-0.92,-1.64,0.25555676,0.3429113,0.060879234,0.640114,0.29900676
-0.92,-1.6,0.25923204,0.34508747,0.060021486,0.6383592,0.3016193
-0.92,-1.56,0.26288906,0.3472606,0.059177663,0.6365928,0.3042295
-0.92,-1.52,0.2665278,0.34943044,0.05834754,0.63481534,0.30683714
-0.92,-1.48,0.27014843,0.35159677,0.057530895,0.63302714,0.30944195
-0.92,-1.44,0.27375102,0.35375965,0.056727473,0.6312286,0.31204385
-0.92,-1.4,0.27733567,0.35591882,0.055937085,0.6294204,0.31464255
-0.92,-1.36,0.28090265,0.35807425,0.055159435,0.6276025,0.317238
-0.92,-1.32,0.28445196,0.3602258,0.054394357,0.6257757,0.31983
-0.92,-1.28,0.28798392,0.36237335,0.053641576,0.62394,0.3224184
-0.92,-1.24,0.29149872,0.36451697,0.052900873,0.6220959,0.32500324
-0.92,-1.2,0.29499656,0.36665654,0.052171994,0.62024367,0.32758427
-0.92,-1.16,0.2984777,0.36879203,0.051454738,0.61838377,0.33016154
-0.92,-1.12,0.30194244,0.37092346,0.05074883,0.6165162,0.332735
-0.92,-1.08,0.305391,0.3730508,0.050054085,0.6146413,0.3353046
-0.92,-1.04,0.3088237,0.37517405,0.04937029,0.6127594,0.33787027
-0.92,-1.0,0.31224087,0.3772933,0.048697177,0.6108707,0.34043214
-0.92,-0.96,0.3156428,0.3794085,0.048034515,0.60897535,0.34299013
-0.92,-0.92,0.31902984,0.38151973,0.04738213,0.6070736,0.34554428
-0.92,-0.88,0.32240233,0.3836271,0.046739772,0.60516554,0.34809473
-0.92,-0.84,0.3257606,0.3857305,0.04610724,0.60325134,0.35064137
-0.92,-0.8,0.32910502,0.38783023,0.04548433,0.6013313,0.35318443
-0.92,-0.76,0.33243594,0.38992617,0.044870812,0.59940535,0.35572383
-0.92,-0.72,0.33575368,0.39201847,0.044266522,0.59747374,0.3582597
-0.92,-0.68,0.33905864,0.3941072,0.043671235,0.5955366,0.36079216
-0.92,-0.64,0.34235114,0.3961925,0.043084767,0.593594,0.36332124
-0.92,-0.6,0.34563157,0.3982743,0.042506948,0.59164596,0.36584702
-0.92,-0.56,0.3489003,0.40035295,0.041937567,0.5896927,0.36836973
-0.92,-0.52,0.3521575,0.40242818,0.041376498,0.58773434,0.37088913
-0.92,-0.48,0.35540366,0.40450042,0.040823516,0.5857709,0.37340564
-0.92,-0.44,0.358639,0.40656945,0.040278487,0.58380246,0.37591904
-0.92,-0.4,0.3618638,0.40863544,0.03974126,0.58182925,0.37842953
-0.92,-0.36,0.36507845,0.41069847,0.03921166,0.5798511,0.38093722
-0.92,-0.32,0.3682831,0.4127586,0.03868958,0.5778684,0.383442
-0.92,-0.28,0.37147802,0.41481575,0.038174815,0.5758811,0.385944
-0.92,-0.24,0.37466332,0.41687003,0.037667327,0.57388955,0.38844314
-0.92,-0.2,0.37783936,0.4189214,0.03716693,0.57189363,0.3909395
-0.92,-0.16,0.38100618,0.4209698,0.036673494,0.56989354,0.39343292
-0.92,-0.12,0.384164,0.42301542,0.036186956,0.56788945,0.39592355
-0.92,-0.08,0.38731277,0.42505792,0.035707176,0.56588167,0.39841112
-0.92,-0.04,0.3904527,0.42709744,0.03523406,0.56387025,0.40089568
-0.92,0.0,0.39358377,0.42913374,0.03476753,0.5618555,0.403377
-0.92,0.04,0.396706,0.43116686,0.03430748,0.5598376,0.405855
-0.92,0.08,0.39981934,0.43319654,0.033853836,0.5578166,0.40832952
-0.92,0.12,0.40292376,0.43522277,0.03340652,0.5557932,0.4108003
-0.92,0.16,0.4060191,0.43724522,0.03296548,0.5537673,0.41326717
-0.92,0.2,0.4091053,0.43926382,0.032530632,0.55173945,0.4157299
-0.92,0.24,0.41218215,0.4412783,0.03210192,0.54970986,0.4181882
-0.92,0.28,0.4152495,0.44328853,0.031679276,0.54767895,0.42064184
-0.92,0.32,0.418307,0.44529405,0.03126266,0.545647,0.4230903
-0.92,0.36,0.4213545,0.44729477,0.030852055,0.5436145,0.42553344
-0.92,0.4,0.42439172,0.44929034,0.030447364,0.5415818,0.42797083
-0.92,0.44,0.4274183,0.4512804,0.03004858,0.5395494,0.430402
-0.92,0.48,0.4304339,0.45326468,0.029655632,0.53751767,0.43282667
-0.92,0.52,0.43343818,0.45524293,0.029268503,0.5354871,0.4352444
-0.92,0.56,0.43643078,0.45721465,0.028887147,0.5334581,0.4376547
-0.92,0.6,0.43941125,0.45917955,0.028511543,0.5314313,0.44005713
-0.92,0.64,0.44237924,0.46113732,0.02814165,0.5294071,0.4424513
-0.92,0.68,0.44533435,0.46308753,0.027777439,0.5273859,0.4448367
-0.92,0.72,0.44827607,0.46502984,0.027418854,0.52536833,0.44721287
-0.92,0.76,0.45120403,0.4669638,0.027065855,0.5233548,0.4495793
-0.92,0.8,0.4541178,0.46888912,0.026718441,0.5213459,0.4519356
-0.92,0.84,0.45701697,0.47080544,0.026376553,0.5193421,0.4542813
-0.92,0.88,0.45990112,0.47271237,0.026040146,0.51734394,0.45661592
-0.92,0.92,0.4627698,0.47460958,0.025709182,0.5153518,0.45893905
-0.92,0.96,0.46562263,0.47649673,0.025383621,0.51336616,0.46125022
-0.92,1.0,0.46845925,0.47837335,0.025063425,0.5113876,0.46354893
-0.92,1.04,0.47127926,0.48023933,0.024748541,0.50941646,0.46583498
-0.92,1.08,0.47408226,0.48209423,0.024438929,0.5074533,0.4681078
-0.92,1.12,0.47686806,0.4839378,0.0241345,0.5054984,0.4703671
-0.92,1.16,0.47963628,0.4857698,0.023835218,0.50355214,0.47261262
-0.92,1.2,0.48238653,0.48758987,0.023541061,0.5016151,0.47484383
-0.92,1.24,0.4851187,0.48939782,0.023251936,0.49968746,0.47706053
-0.92,1.28,0.4878324,0.49119353,0.022967787,0.4977697,0.4792625
-0.92,1.32,0.49052754,0.49297664,0.022688555,0.49586207,0.48144943
-0.92,1.36,0.4932038,0.49474698,0.022414176,0.49396488,0.48362094
-0.92,1.4,0.49586108,0.49650446,0.022144575,0.4920784,0.485777
-0.92,1.44,0.49849918,0.49824888,0.0218797,0.49020296,0.48791733
-0.92,1.48,0.50111794,0.4999801,0.021619475,0.48833877,0.49004176
-0.92,1.52,0.50371736,0.501698,0.02136381,0.48648605,0.49215016
-0.92,1.56,0.50629735,0.50340253,0.021112667,0.48464495,0.4942424
-0.92,1.6,0.5088576,0.50509346,0.02086596,0.4828158,0.4963182
-0.92,1.64,0.5113984,0.50677097,0.02062362,0.4809987,0.49837774
-0.92,1.68,0.5139193,0.50843465,0.020385567,0.47919387,0.50042063
-0.92,1.72,0.5164206,0.5100846,0.02015174,0.4774013,0.50244695
-0.92,1.76,0.51890224,0.511721,0.019922048,0.4756212,0.50445676
-0.92,1.8,0.52136415,0.5133436,0.019696442,0.47385377,0.5064498
-0.92,1.84,0.5238064,0.51495236,0.01947484,0.47209895,0.50842625
-0.92,1.88,0.5262289,0.5165473,0.019257162,0.470357,0.5103859
-0.92,1.92,0.52863187,0.5181286,0.019043334,0.46862784,0.51232886
-0.92,1.96,0.5310153,0.51969606,0.018833302,0.4669116,0.51425517
-0.92,2.0,0.53337914,0.5212497,0.018626986,0.46520838,0.51616466
-0.88,-2.0,0.21727723,0.32072857,0.07040931,0.6571286,0.27246213
-0.88,-1.96,0.22115655,0.3229351,0.06939277,0.6555121,0.27509508
-0.88,-1.92,0.22501846,0.32514125,0.06839238,0.65387833,0.2777293
-0.88,-1.88,0.2288627,0.32734668,0.067407966,0.65222764,0.28036436
-0.88,-1.84,0.23268922,0.32955116,0.06643929,0.6505608,0.28299993
-0.88,-1.8,0.2364979,0.33175427,0.06548619,0.6488782,0.28563556
-0.88,-1.76,0.2402886,0.33395594,0.0645484,0.64718056,0.28827104
-0.88,-1.72,0.24406128,0.3361558,0.063625775,0.64546835,0.29090592
-0.88,-1.68,0.24781586,0.33835357,0.06271804,0.6437421,0.29353982
-0.88,-1.64,0.2515523,0.34054917,0.06182499,0.6420024,0.29617262
-0.88,-1.6,0.25527066,0.3427422,0.060946416,0.6402497,0.29880384
-0.88,-1.56,0.25897095,0.34493262,0.0600821,0.63848454,0.30143335
-0.88,-1.52,0.26265317,0.34712023,0.059231814,0.6367074,0.30406085
-0.88,-1.48,0.26631734,0.34930474,0.05839528,0.6349187,0.30668607
-0.88,-1.44,0.26996362,0.35148606,0.05757235,0.63311887,0.3093088
-0.88,-1.4,0.2735921,0.3536641,0.05676271,0.6313084,0.31192887
-0.88,-1.36,0.27720287,0.35583872,0.055966195,0.6294877,0.31454614
-0.88,-1.32,0.2807962,0.35800982,0.055182517,0.62765706,0.3171604
-0.88,-1.28,0.28437212,0.36017728,0.05441148,0.62581694,0.31977156
-0.88,-1.24,0.28793088,0.36234105,0.053652816,0.6239677,0.32237947
-0.88,-1.2,0.2914727,0.36450106,0.052906316,0.62210965,0.324984
-0.88,-1.16,0.29499778,0.36665732,0.05217173,0.62024313,0.32758522
-0.88,-1.12,0.29850644,0.3688097,0.051448833,0.6183683,0.33018285
-0.88,-1.08,0.30199888,0.37095824,0.050737403,0.6164856,0.33277696
-0.88,-1.04,0.30547538,0.3731029,0.0500372,0.61459523,0.3353675
-0.88,-1.0,0.3089363,0.37524378,0.049347978,0.6126974,0.33795455
-0.88,-0.96,0.31238183,0.37738085,0.048669554,0.61079246,0.340538
-0.88,-0.92,0.3158124,0.3795141,0.04800169,0.6088804,0.34311783
-0.88,-0.88,0.3192283,0.38164356,0.04734413,0.60696167,0.34569415
-0.88,-0.84,0.32262978,0.3837694,0.046696708,0.6050363,0.348267
-0.88,-0.8,0.3260173,0.38589147,0.046059184,0.6031045,0.3508363
-0.88,-0.76,0.32939115,0.38801003,0.045431364,0.6011664,0.35340226
-0.88,-0.72,0.3327517,0.39012507,0.044813,0.59922206,0.3559649
-0.88,-0.68,0.33609924,0.39223662,0.04420396,0.5972718,0.3585242
-0.88,-0.64,0.33943415,0.3943448,0.04360402,0.5953157,0.3610803
-0.88,-0.6,0.34275687,0.3964497,0.043012965,0.59335375,0.3636333
-0.88,-0.56,0.34606755,0.39855134,0.042430636,0.5913862,0.3661832
-0.88,-0.52,0.34936658,0.40064976,0.041856878,0.5894131,0.36873
-0.88,-0.48,0.3526543,0.40274513,0.041291457,0.5874346,0.37127396
-0.88,-0.44,0.35593104,0.40483737,0.040734254,0.58545077,0.37381494
-0.88,-0.4,0.35919705,0.40692672,0.040185098,0.5834618,0.3763531
-0.88,-0.36,0.36245257,0.40901303,0.03964383,0.58146775,0.37888846
-0.88,-0.32,0.36569786,0.4110964,0.03911029,0.57946867,0.38142097
-0.88,-0.28,0.36893314,0.41317683,0.03858436,0.5774649,0.38395068
-0.88,-0.24,0.37215868,0.41525447,0.038065914,0.5754565,0.38647765
-0.88,-0.2,0.3753746,0.41732913,0.03755478,0.5734434,0.3890018
-0.88,-0.16,0.37858105,0.41940093,0.03705086,0.57142603,0.3915231
-0.88,-0.12,0.38177815,0.42146963,0.03655406,0.56940454,0.39404142
-0.88,-0.08,0.38496605,0.4235354,0.03606424,0.56737894,0.3965568
-0.88,-0.04,0.3881447,0.42559806,0.035581302,0.56534964,0.39906904
-0.88,0.0,0.39131418,0.42765743,0.035105184,0.5633168,0.40157795
-0.88,0.04,0.39447448,0.4297135,0.034635756,0.56128067,0.40408355
-0.88,0.08,0.39762563,0.4317661,0.034172945,0.5592415,0.4065855
-0.88,0.12,0.40076748,0.4338151,0.0337167,0.55719954,0.40908372
-0.88,0.16,0.40389988,0.43586034,0.033266902,0.55515516,0.4115779
-0.88,0.2,0.4070228,0.43790153,0.032823518,0.5531087,0.4140678
-0.88,0.24,0.410136,0.43993843,0.032386478,0.55106044,0.41655308
-0.88,0.28,0.41323927,0.44197088,0.031955723,0.54901075,0.4190335
-0.88,0.32,0.41633242,0.44399863,0.03153118,0.54696006,0.42150873
-0.88,0.36,0.4194151,0.44602135,0.031112835,0.5449088,0.42397836
-0.88,0.4,0.4224871,0.44803876,0.030700604,0.5428573,0.4264421
-0.88,0.44,0.425548,0.45005038,0.03029449,0.5408062,0.42889932
-0.88,0.48,0.42859763,0.4520563,0.029894365,0.53875566,0.43135002
-0.88,0.52,0.4316354,0.45405567,0.029500289,0.5367064,0.43379334
-0.88,0.56,0.43466115,0.45604855,0.029112145,0.5346587,0.43622917
-0.88,0.6,0.43767434,0.45803434,0.028729938,0.5326132,0.43865687
-0.88,0.64,0.44067463,0.46001282,0.028353596,0.5305704,0.44107607
-0.88,0.68,0.4436616,0.46198347,0.027983109,0.52853066,0.4434862
-0.88,0.72,0.44663477,0.46394598,0.02761842,0.5264946,0.44588688
-0.88,0.76,0.44959384,0.46590012,0.027259503,0.52446276,0.44827774
-0.88,0.8,0.45253834,0.46784538,0.02690628,0.5224355,0.45065817
-0.88,0.84,0.45546782,0.4697814,0.026558772,0.52041346,0.45302776
-0.88,0.88,0.45838186,0.47170782,0.026216883,0.5183971,0.45538598
-0.88,0.92,0.4612802,0.4736244,0.025880575,0.5163868,0.45773262
-0.88,0.96,0.46416232,0.47553065,0.025549825,0.5143831,0.46006703
-0.88,1.0,0.46702784,0.47742635,0.025224565,0.51238656,0.46238887
-0.88,1.04,0.4698765,0.47931114,0.024904747,0.5103975,0.46469778
-0.88,1.08,0.47270796,0.48118475,0.0245903,0.5084163,0.46699336
-0.88,1.12,0.4755218,0.4830469,0.024281202,0.50644356,0.46927524
-0.88,1.16,0.4783178,0.48489726,0.023977373,0.5044796,0.47154307
-0.88,1.2,0.48109576,0.4867357,0.023678731,0.5025247,0.47379664
-0.88,1.24,0.48385528,0.48856178,0.023385257,0.50057924,0.47603545
-0.88,1.28,0.48659617,0.49037555,0.02309686,0.4986437,0.4782594
-0.88,1.32,0.48931834,0.4921767,0.022813464,0.4967183,0.48046827
-0.88,1.36,0.49202147,0.4939649,0.022535043,0.49480337,0.4826616
-0.88,1.4,0.49470544,0.49574018,0.022261469,0.49289918,0.48483935
-0.88,1.44,0.49737015,0.49750233,0.021992719,0.4910059,0.48700133
-0.88,1.48,0.5000154,0.4992513,0.0217287,0.48912397,0.4891474
-0.88,1.52,0.50264114,0.5009868,0.021469342,0.48725343,0.49127728
-0.88,1.56,0.50524724,0.50270885,0.02121458,0.4853946,0.4933909
-0.88,1.6,0.5078338,0.50441736,0.020964324,0.4835475,0.49548817
-0.88,1.64,0.51040053,0.5061122,0.0207185,0.48171255,0.49756896
-0.88,1.68,0.5129476,0.5077934,0.020477049,0.4798897,0.49963325
-0.88,1.72,0.51547486,0.50946087,0.020239886,0.47807926,0.50168085
-0.88,1.76,0.51798224,0.5111145,0.020006945,0.47628134,0.50371176
-0.88,1.8,0.52047,0.5127543,0.019778127,0.47449583,0.50572604
-0.88,1.84,0.52293795,0.51438046,0.019553382,0.4727231,0.50772357
-0.88,1.88,0.52538633,0.51599264,0.019332627,0.470963,0.50970435
-0.88,1.92,0.5278149,0.51759106,0.019115804,0.4692158,0.5116684
-0.88,1.96,0.5302239,0.51917565,0.018902823,0.46748158,0.5136156
-0.88,2.0,0.5326133,0.5207464,0.018693605,0.4657603,0.5155461
-0.84,-2.0,0.2129417,0.31827396,0.071559325,0.6589054,0.2695353
-0.84,-1.96,0.2168604,0.32049206,0.07051925,0.6573007,0.27218005
-0.84,-1.92,0.2207621,0.3227103,0.069495596,0.6556777,0.27482677
-0.84,-1.88,0.22464654,0.32492843,0.068488225,0.65403676,0.2774751
-0.84,-1.84,0.22851361,0.32714605,0.0674969,0.6523785,0.28012455
-0.84,-1.8,0.23236321,0.329363,0.066521406,0.6507037,0.2827749
-0.84,-1.76,0.23619513,0.33157888,0.06556156,0.6490128,0.28542566
-0.84,-1.72,0.24000932,0.33379346,0.06461714,0.6473065,0.28807646
-0.84,-1.68,0.24380574,0.33600655,0.06368792,0.645585,0.29072708
-0.84,-1.64,0.24758424,0.33821777,0.06277373,0.64384925,0.293377
-0.84,-1.6,0.25134492,0.34042704,0.06187429,0.6420995,0.29602617
-0.84,-1.56,0.25508767,0.34263408,0.060989447,0.64033645,0.29867408
-0.84,-1.52,0.2588126,0.34483877,0.06011888,0.6385605,0.3013206
-0.84,-1.48,0.26251966,0.34704077,0.059262473,0.63677216,0.3039654
-0.84,-1.44,0.26620895,0.34924,0.058419906,0.63497186,0.30660826
-0.84,-1.4,0.26988056,0.35143626,0.05759099,0.6331601,0.3092489
-0.84,-1.36,0.2735346,0.35362956,0.0567755,0.6313372,0.3118873
-0.84,-1.32,0.27717122,0.35581964,0.055973127,0.6295037,0.31452316
-0.84,-1.28,0.28079054,0.35800642,0.05518374,0.6276599,0.3171563
-0.84,-1.24,0.28439274,0.3601898,0.054407056,0.6258063,0.31978664
-0.84,-1.2,0.287978,0.36236975,0.05364284,0.6239431,0.32241404
-0.84,-1.16,0.29154655,0.36454624,0.052890826,0.62207067,0.3250385
-0.84,-1.12,0.29509866,0.36671907,0.05215083,0.6201894,0.32765973
-0.84,-1.08,0.29863447,0.36888832,0.0514226,0.61829954,0.33027777
-0.84,-1.04,0.3021543,0.371054,0.050705936,0.61640143,0.33289263
-0.84,-1.0,0.3056585,0.37321603,0.05000055,0.6144952,0.3355042
-0.84,-0.96,0.30914724,0.37537447,0.04930624,0.61258125,0.3381125
-0.84,-0.92,0.3126209,0.3775293,0.048622783,0.6106597,0.3407175
-0.84,-0.88,0.31607974,0.3796806,0.047949947,0.60873085,0.34331924
-0.84,-0.84,0.3195241,0.38182825,0.047287554,0.60679483,0.3459176
-0.84,-0.8,0.32295436,0.38397247,0.0466353,0.60485184,0.34851283
-0.84,-0.76,0.3263708,0.38611323,0.04599306,0.60290205,0.35110486
-0.84,-0.72,0.32977372,0.3882506,0.045360614,0.6009457,0.35369366
-0.84,-0.68,0.33316353,0.3903846,0.044737715,0.59898293,0.3562794
-0.84,-0.64,0.3365405,0.3925153,0.044124212,0.59701383,0.35886204
-0.84,-0.6,0.33990496,0.3946428,0.043519855,0.5950385,0.36144167
-0.84,-0.56,0.34325734,0.39676714,0.04292451,0.5930571,0.36401838
-0.84,-0.52,0.34659785,0.39888838,0.04233797,0.5910698,0.3665922
-0.84,-0.48,0.34992677,0.40100652,0.041760083,0.5890769,0.36916307
-0.84,-0.44,0.3532445,0.40312174,0.041190624,0.58707815,0.37173125
-0.84,-0.4,0.3565512,0.40523383,0.040629506,0.585074,0.3742965
-0.84,-0.36,0.35984725,0.4073431,0.040076487,0.58306444,0.37685904
-0.84,-0.32,0.36313277,0.40944943,0.03953151,0.5810497,0.37941888
-0.84,-0.28,0.36640808,0.41155288,0.03899433,0.5790298,0.38197592
-0.84,-0.24,0.36967328,0.41365334,0.038464896,0.577005,0.38453013
-0.84,-0.2,0.3729286,0.41575086,0.037943006,0.57497543,0.38708153
-0.84,-0.16,0.3761742,0.4178455,0.03742858,0.57294124,0.38963014
-0.84,-0.12,0.3794101,0.41993707,0.03692151,0.5709028,0.3921757
-0.84,-0.08,0.3826365,0.4220256,0.036421623,0.5688601,0.3947183
-0.84,-0.04,0.38585326,0.42411086,0.035928886,0.56681347,0.39725763
-0.84,0.0,0.3890606,0.42619288,0.035443164,0.5647632,0.39979365
-0.84,0.04,0.39225844,0.42827147,0.034964375,0.5627094,0.4023262
-0.84,0.08,0.3954466,0.43034646,0.03449244,0.56065255,0.404855
-0.84,0.12,0.3986252,0.43241775,0.034027245,0.5585928,0.40737996
-0.84,0.16,0.40179402,0.43448514,0.033568744,0.5565305,0.40990075
-0.84,0.2,0.40495294,0.43654838,0.033116832,0.554466,0.41241714
-0.84,0.24,0.4081017,0.43860716,0.032671515,0.55239975,0.41492873
-0.84,0.28,0.4112402,0.44066143,0.032232646,0.55033207,0.41743535
-0.84,0.32,0.41436806,0.44271067,0.031800237,0.5482633,0.41993645
-0.84,0.36,0.41748515,0.44475478,0.03137421,0.54619396,0.4224319
-0.84,0.4,0.42059103,0.44679335,0.0309545,0.5441244,0.4249211
-0.84,0.44,0.4236855,0.44882613,0.030541051,0.5420551,0.4274038
-0.84,0.48,0.42676806,0.4508527,0.03013387,0.5399866,0.42987946
-0.84,0.52,0.42983854,0.45287284,0.02973285,0.5379193,0.43234783
-0.84,0.56,0.4328965,0.45488608,0.029337982,0.5358537,0.43480828
-0.84,0.6,0.43594146,0.45689216,0.028949223,0.5337903,0.43726045
-0.84,0.64,0.43897313,0.45889068,0.028566495,0.53172964,0.43970388
-0.84,0.68,0.44199103,0.46088114,0.028189797,0.52967215,0.44213802
-0.84,0.72,0.44499478,0.4628634,0.02781907,0.5276184,0.44456252
-0.84,0.76,0.44798395,0.4648369,0.027454274,0.52556884,0.44697684
-0.84,0.8,0.4509582,0.4668014,0.027095336,0.52352405,0.44938058
-0.84,0.84,0.45391703,0.46875644,0.02674226,0.52148455,0.4517732
-0.84,0.88,0.4568602,0.4707018,0.026394943,0.5194506,0.45415443
-0.84,0.92,0.45978716,0.47263703,0.026053365,0.517423,0.45652366
-0.84,0.96,0.46269763,0.47456187,0.025717458,0.51540196,0.45888057
-0.84,1.0,0.46559122,0.4764759,0.025387194,0.5133881,0.4612247
-0.84,1.04,0.4684677,0.47837898,0.02506248,0.51138175,0.4635558
-0.84,1.08,0.47132665,0.48027065,0.024743289,0.5093833,0.46587336
-0.84,1.12,0.47416773,0.4821508,0.024429537,0.5073934,0.4681771
-0.84,1.16,0.47699082,0.48401904,0.024121158,0.50541216,0.4704667
-0.84,1.2,0.47979558,0.4858752,0.023818098,0.50344,0.4727418
-0.84,1.24,0.4825817,0.48771903,0.023520304,0.50147754,0.4750022
-0.84,1.28,0.4853491,0.48955032,0.023227694,0.4995248,0.4772475
-0.84,1.32,0.48809752,0.49136892,0.022940185,0.4975822,0.4794776
-0.84,1.36,0.4908268,0.49317464,0.02265772,0.49565008,0.48169225
-0.84,1.4,0.4935368,0.49496722,0.022380225,0.4937286,0.48389116
-0.84,1.44,0.49622738,0.49674672,0.022107633,0.49181813,0.48607424
-0.84,1.48,0.49889848,0.49851286,0.02183984,0.48991886,0.48824129
-0.84,1.52,0.5015499,0.5002656,0.0215768,0.4880311,0.49039215
-0.84,1.56,0.50418174,0.50200486,0.021318417,0.48615485,0.4925268
-0.84,1.6,0.5067938,0.50373054,0.021064637,0.48429045,0.49464497
-0.84,1.64,0.509386,0.5054424,0.020815352,0.4824381,0.49674654
-0.84,1.68,0.5119585,0.50714064,0.02057052,0.4805978,0.49883166
-0.84,1.72,0.51451117,0.5088251,0.02033004,0.47876978,0.50090015
-0.84,1.76,0.517044,0.5104958,0.020093827,0.47695428,0.5029519
-0.84,1.8,0.519557,0.5121526,0.019861836,0.47515127,0.5049869
-0.84,1.84,0.5220503,0.5137957,0.01963396,0.47336087,0.5070052
-0.84,1.88,0.5245238,0.5154248,0.019410152,0.47158322,0.5090067
-0.84,1.92,0.52697754,0.51704,0.019190317,0.46981844,0.5109913
-0.84,1.96,0.5294117,0.51864153,0.01897439,0.46806645,0.51295924
-0.84,2.0,0.53182626,0.5202292,0.018762294,0.46632737,0.5149104
-0.8,-2.0,0.20865147,0.31585702,0.07271183,0.6606326,0.26665556
-0.8,-1.96,0.21260852,0.31808582,0.07164828,0.6590406,0.26931107
-0.8,-1.92,0.21654896,0.32031542,0.07060147,0.6574293,0.27196935
-0.8,-1.88,0.22047259,0.32254538,0.069571175,0.655799,0.2746299
-0.8,-1.84,0.22437924,0.32477546,0.06855717,0.6541504,0.2772924
-0.8,-1.8,0.22826876,0.32700533,0.06755933,0.6524843,0.2799564
-0.8,-1.76,0.23214097,0.32923475,0.066577405,0.6508011,0.28262153
-0.8,-1.72,0.23599581,0.3314634,0.06561121,0.6491014,0.28528747
-0.8,-1.68,0.23983313,0.33369094,0.06466053,0.6473857,0.28795373
-0.8,-1.64,0.24365288,0.3359173,0.06372514,0.6456548,0.29062015
-0.8,-1.6,0.24745499,0.338142,0.06280482,0.64390904,0.2932862
-0.8,-1.56,0.25123945,0.34036496,0.061899394,0.6421489,0.2959517
-0.8,-1.52,0.25500628,0.34258604,0.061008565,0.640375,0.2986164
-0.8,-1.48,0.25875545,0.34480485,0.060132165,0.6385879,0.3012799
-0.8,-1.44,0.26248702,0.34702134,0.059269942,0.636788,0.30394205
-0.8,-1.4,0.26620108,0.3492353,0.058421694,0.63497573,0.3066026
-0.8,-1.36,0.2698977,0.35144657,0.057587136,0.63315153,0.3092613
-0.8,-1.32,0.27357695,0.353655,0.056766078,0.631316,0.31191793
-0.8,-1.28,0.27723905,0.35586056,0.055958252,0.62946934,0.31457242
-0.8,-1.24,0.28088403,0.358063,0.05516347,0.62761205,0.31722447
-0.8,-1.2,0.28451216,0.36026233,0.054381453,0.6257445,0.31987405
-0.8,-1.16,0.2881236,0.36245844,0.053611975,0.62386703,0.32252097
-0.8,-1.12,0.29171857,0.3646513,0.052854802,0.62198,0.3251652
-0.8,-1.08,0.29529724,0.36684075,0.0521097,0.6200837,0.32780656
-0.8,-1.04,0.29885995,0.3690269,0.051376455,0.6181785,0.33044505
-0.8,-1.0,0.30240688,0.37120968,0.050654806,0.6162646,0.33308062
-0.8,-0.96,0.30593836,0.373389,0.049944554,0.61434233,0.33571318
-0.8,-0.92,0.30945465,0.375565,0.04924543,0.61241186,0.33834276
-0.8,-0.88,0.31295604,0.37773752,0.048557237,0.6104735,0.34096926
-0.8,-0.84,0.31644282,0.37990674,0.047879763,0.6085275,0.3435928
-0.8,-0.8,0.31991535,0.38207257,0.04721278,0.60657394,0.34621325
-0.8,-0.76,0.3233739,0.38423514,0.046556044,0.6046132,0.3488308
-0.8,-0.72,0.32681882,0.38639432,0.04590939,0.6026453,0.3514453
-0.8,-0.68,0.3302504,0.38855034,0.045272592,0.6006705,0.35405684
-0.8,-0.64,0.3336691,0.39070326,0.044645417,0.59868896,0.3566656
-0.8,-0.6,0.337075,0.39285302,0.044027735,0.59670085,0.35927144
-0.8,-0.56,0.34046856,0.39499962,0.0434193,0.5947063,0.3618744
-0.8,-0.52,0.34385008,0.39714324,0.04281994,0.5927054,0.36447465
-0.8,-0.48,0.34721985,0.39928383,0.042229503,0.5906984,0.3670721
-0.8,-0.44,0.3505781,0.40142137,0.041647777,0.58868545,0.36966673
-0.8,-0.4,0.35392514,0.40355608,0.04107462,0.58666664,0.37225875
-0.8,-0.36,0.3572612,0.40568787,0.04050985,0.5846421,0.37484804
-0.8,-0.32,0.3605865,0.4078167,0.039953325,0.5826121,0.37743455
-0.8,-0.28,0.36390126,0.4099426,0.03940491,0.5805767,0.38001832
-0.8,-0.24,0.36720568,0.4120656,0.038864456,0.5785362,0.38259935
-0.8,-0.2,0.3704999,0.41418558,0.038331807,0.57649064,0.3851775
-0.8,-0.16,0.373784,0.41630262,0.037806854,0.57444036,0.3877528
-0.8,-0.12,0.37705818,0.41841653,0.03728949,0.57238543,0.39032504
-0.8,-0.08,0.3803224,0.4205273,0.036779564,0.57032627,0.3928942
-0.8,-0.04,0.3835768,0.42263484,0.036277,0.5682629,0.39546013
-0.8,0.0,0.38682127,0.42473894,0.03578171,0.56619567,0.3980226
-0.8,0.04,0.3900559,0.4268395,0.035293557,0.56412494,0.40058145
-0.8,0.08,0.39328054,0.42893645,0.03481249,0.562051,0.40313652
-0.8,0.12,0.39649516,0.43102944,0.034338396,0.5599741,0.4056875
