Seed,TrainSize,Architecture,Controller,epoch,train_mse,val_mse,val_mae,epoch_time_sec
42,3000,C: Fuzzy Adaptive alpha,fuzzy,11,0.011125689441959062,0.010704230403900146,0.08115438556671142,4.588715299963951
42,3000,C: Fuzzy Adaptive alpha,fuzzy,12,0.010749206654727459,0.01047011547088623,0.08079403266906739,4.4356666000094265
42,5000,A: Fixed-alpha,fixed,1,0.6406248841285705,0.404378702545166,0.5171877586364746,2.713562000077218
42,5000,A: Fixed-alpha,fixed,2,0.33890483984947206,0.2451441692352295,0.3896756767272949,2.6927193999290466
42,5000,A: Fixed-alpha,fixed,3,0.18174877399802208,0.10822850375175476,0.2349647029876709,2.683304699836299
42,5000,A: Fixed-alpha,fixed,4,0.09533302598893642,0.06999743785858155,0.19200308227539062,2.6417372000869364
42,5000,A: Fixed-alpha,fixed,5,0.06504769951701164,0.04882759120464325,0.16111258907318116,2.618512000190094
42,5000,A: Fixed-alpha,fixed,6,0.044762430250644684,0.03314326989650726,0.13317022457122804,2.5584735001903027
42,5000,A: Fixed-alpha,fixed,7,0.02974598217010498,0.021852265310287475,0.10787207336425782,2.541508900001645
42,5000,A: Fixed-alpha,fixed,8,0.01979696524143219,0.015790902090072632,0.0945153507232666,2.5321943999733776
42,5000,A: Fixed-alpha,fixed,9,0.015285186854004859,0.013441296076774597,0.08826906623840332,2.5617450000718236
42,5000,A: Fixed-alpha,fixed,10,0.01352147991657257,0.012568297672271729,0.08485224971771241,2.567746700020507
42,5000,A: Fixed-alpha,fixed,11,0.012890328435599804,0.012324537789821625,0.08631124534606933,2.815029000164941
42,5000,A: Fixed-alpha,fixed,12,0.012314574353396893,0.011628206658363342,0.08310266075134277,2.699440199881792
42,5000,B: Learned Non-Fuzzy alpha,nonfuzzy,1,0.39555247193574905,0.048933916664123535,0.16555928649902343,4.3351919001434
42,5000,B: Learned Non-Fuzzy alpha,nonfuzzy,2,0.03744444800913334,0.02134193525314331,0.11076993064880371,4.320846700109541
42,5000,B: Learned Non-Fuzzy alpha,nonfuzzy,3,0.01714804512709379,0.01364618456363678,0.09135579433441163,4.298898899927735
42,5000,B: Learned Non-Fuzzy alpha,nonfuzzy,4,0.013001473687589169,0.012055448317527771,0.08710949401855468,4.234547500032932
42,5000,B: Learned Non-Fuzzy alpha,nonfuzzy,5,0.012057669147849084,0.011469163012504578,0.08525116882324218,4.09620949998498
42,5000,B: Learned Non-Fuzzy alpha,nonfuzzy,6,0.011537918750196696,0.01098842318058014,0.08352828826904297,4.07114790007472
42,5000,B: Learned Non-Fuzzy alpha,nonfuzzy,7,0.011133417215943336,0.01060294873714447,0.08227256984710693,4.20099990000017
42,5000,B: Learned Non-Fuzzy alpha,nonfuzzy,8,0.010711217653006316,0.010264345979690552,0.08115178775787353,4.0432416999246925
42,5000,B: Learned Non-Fuzzy alpha,nonfuzzy,9,0.01039012583270669,0.009952954792976379,0.07990985889434815,3.881697200005874
42,5000,B: Learned Non-Fuzzy alpha,nonfuzzy,10,0.010110090625286103,0.009808244204521178,0.07921524314880371,3.6561137998942286
42,5000,B: Learned Non-Fuzzy alpha,nonfuzzy,11,0.009899203147739172,0.00948127818107605,0.07799909439086915,3.602211100049317
42,5000,B: Learned Non-Fuzzy alpha,nonfuzzy,12,0.009669332671165466,0.009311525678634644,0.07732235260009766,3.649250000016764
42,5000,C: Fuzzy Adaptive alpha,fuzzy,1,0.529652468919754,0.16963293056488038,0.2940747802734375,6.454282199963927
42,5000,C: Fuzzy Adaptive alpha,fuzzy,2,0.11655402687191964,0.05579292435646057,0.16600697937011719,6.310852299910039
42,5000,C: Fuzzy Adaptive alpha,fuzzy,3,0.03391132751703262,0.017132726454734803,0.09776559047698975,7.7525283000431955
42,5000,C: Fuzzy Adaptive alpha,fuzzy,4,0.015283622458577156,0.01332204852104187,0.08813242664337158,9.367298300145194
42,5000,C: Fuzzy Adaptive alpha,fuzzy,5,0.013111473132669926,0.011995741152763367,0.08449227962493897,7.160524100065231
42,5000,C: Fuzzy Adaptive alpha,fuzzy,6,0.012038559497892856,0.011271461009979248,0.08256072044372559,6.503542200196534
42,5000,C: Fuzzy Adaptive alpha,fuzzy,7,0.011251678927987814,0.010695723152160644,0.0810339075088501,6.747862699907273
42,5000,C: Fuzzy Adaptive alpha,fuzzy,8,0.010758174443244934,0.010268904995918274,0.07980116920471192,6.293840000173077
42,5000,C: Fuzzy Adaptive alpha,fuzzy,9,0.010308222869038581,0.009870484900474548,0.07862273731231689,7.087262000190094
42,5000,C: Fuzzy Adaptive alpha,fuzzy,10,0.00993364858776331,0.009530692791938782,0.07745615673065186,7.552854600129649
42,5000,C: Fuzzy Adaptive alpha,fuzzy,11,0.009672271210700273,0.009273453974723816,0.07670383834838868,6.889501999830827
42,5000,C: Fuzzy Adaptive alpha,fuzzy,12,0.00941366123855114,0.009206677031517028,0.07623777751922607,6.678170599974692
42,9000,A: Fixed-alpha,fixed,1,0.5124787334865994,0.28339898109436035,0.4205993682861328,4.002227500081062
42,9000,A: Fixed-alpha,fixed,2,0.1721022927297486,0.08417581553459168,0.21204180221557617,4.134079599985853
42,9000,A: Fixed-alpha,fixed,3,0.0676277533835835,0.042726184844970705,0.15367518730163574,4.507960799848661
42,9000,A: Fixed-alpha,fixed,4,0.03333986126548714,0.020837047791481017,0.10431654148101807,4.38062519999221
42,9000,A: Fixed-alpha,fixed,5,0.017099086749884817,0.013825882613658904,0.0899071741104126,4.190455800155178
42,9000,A: Fixed-alpha,fixed,6,0.013448681919111145,0.012158623743057251,0.0843889799118042,4.087349100038409
42,9000,A: Fixed-alpha,fixed,7,0.012299732207424112,0.011409380674362183,0.0823720802307129,4.0777803000528365
42,9000,A: Fixed-alpha,fixed,8,0.011609699866837925,0.010782956790924073,0.0803293134689331,4.034249800024554
42,9000,A: Fixed-alpha,fixed,9,0.011147242362300554,0.010382332110404967,0.07944004955291747,4.057691499823704
42,9000,A: Fixed-alpha,fixed,10,0.010605863735907608,0.010041229796409607,0.07819786338806152,4.063506999984384
42,9000,A: Fixed-alpha,fixed,11,0.010257280332346757,0.009918861532211304,0.07733824100494385,4.292734799906611
42,9000,A: Fixed-alpha,fixed,12,0.010015553870134884,0.0095673593044281,0.07634095859527588,4.071799699915573
42,9000,B: Learned Non-Fuzzy alpha,nonfuzzy,1,0.23798546499676174,0.025515512132644653,0.120596484375,7.335519900079817
42,9000,B: Learned Non-Fuzzy alpha,nonfuzzy,2,0.017149889145460395,0.012375867462158203,0.08803594417572022,7.186920600011945
42,9000,B: Learned Non-Fuzzy alpha,nonfuzzy,3,0.012201124113467004,0.011217839384078979,0.08442860164642334,6.7738420001696795
42,9000,B: Learned Non-Fuzzy alpha,nonfuzzy,4,0.011267746292882495,0.010520352363586425,0.08207314758300781,6.6995173001196235
42,9000,B: Learned Non-Fuzzy alpha,nonfuzzy,5,0.010619668764372666,0.009984989762306213,0.07999429435729981,6.969861299963668
42,9000,B: Learned Non-Fuzzy alpha,nonfuzzy,6,0.010128909529083305,0.009587223935127257,0.07867600612640381,7.165817099856213
42,9000,B: Learned Non-Fuzzy alpha,nonfuzzy,7,0.009785039780868424,0.009377556133270263,0.07759537258148193,5.903156100073829
42,9000,B: Learned Non-Fuzzy alpha,nonfuzzy,8,0.00948111867159605,0.009061615562438965,0.07631338138580322,5.267952099908143
42,9000,B: Learned Non-Fuzzy alpha,nonfuzzy,9,0.00920899593250619,0.008800837564468384,0.07543155517578125,5.008218299830332
42,9000,B: Learned Non-Fuzzy alpha,nonfuzzy,10,0.009019296129958497,0.008587918210029601,0.07447903823852539,6.386725399876013
42,9000,B: Learned Non-Fuzzy alpha,nonfuzzy,11,0.008875633743074205,0.008577058982849122,0.07398638515472412,9.381983599858359
42,9000,B: Learned Non-Fuzzy alpha,nonfuzzy,12,0.00872132059559226,0.008271966648101807,0.07291022644042969,7.987066300120205
42,9000,C: Fuzzy Adaptive alpha,fuzzy,1,0.35762585090928606,0.07122043466567993,0.18773183822631836,16.380287799984217
42,9000,C: Fuzzy Adaptive alpha,fuzzy,2,0.03190674096925391,0.013942132425308227,0.08992012214660644,11.063223600154743
42,9000,C: Fuzzy Adaptive alpha,fuzzy,3,0.013266150459647179,0.011731246614456176,0.08344167861938477,10.329980900045484
42,9000,C: Fuzzy Adaptive alpha,fuzzy,4,0.011565696727898386,0.010459428477287293,0.08003928546905517,10.704389499966055
42,9000,C: Fuzzy Adaptive alpha,fuzzy,5,0.010590493768453599,0.009838367772102357,0.07876122570037841,11.367923300014809
42,9000,C: Fuzzy Adaptive alpha,fuzzy,6,0.009956984293957551,0.00923876302242279,0.07636609172821045,10.50184419983998
42,9000,C: Fuzzy Adaptive alpha,fuzzy,7,0.009470946940282981,0.008868427443504334,0.0751095775604248,12.172243000008166
42,9000,C: Fuzzy Adaptive alpha,fuzzy,8,0.009117389508419567,0.008644365763664246,0.07451134910583496,12.686133600072935
42,9000,C: Fuzzy Adaptive alpha,fuzzy,9,0.008886559208234151,0.008362938380241394,0.07324033527374267,12.14413239993155
42,9000,C: Fuzzy Adaptive alpha,fuzzy,10,0.00877119579538703,0.008184296703338622,0.0725463487625122,11.334692399948835
42,9000,C: Fuzzy Adaptive alpha,fuzzy,11,0.008483775152514379,0.008034001922607422,0.07171661205291747,10.914599500130862
42,9000,C: Fuzzy Adaptive alpha,fuzzy,12,0.008382928071750536,0.008027276062965393,0.07180583209991455,12.527911699842662
123,1000,A: Fixed-alpha,fixed,1,0.8731755838394165,0.7878353607177735,0.7408334381103515,0.7706222999840975
123,1000,A: Fixed-alpha,fixed,2,0.7208572940826417,0.6428216690063476,0.667776350402832,0.8293965999037027
123,1000,A: Fixed-alpha,fixed,3,0.5927364602088928,0.5313412216186524,0.6044407623291016,0.8145385999232531
123,1000,A: Fixed-alpha,fixed,4,0.49742057180404664,0.4607397819519043,0.5618035301208496,0.7506764000281692
123,1000,A: Fixed-alpha,fixed,5,0.43737792444229123,0.41878070220947267,0.5307714553833007,0.7436341000720859
123,1000,A: Fixed-alpha,fixed,6,0.3990879213809967,0.38566465759277346,0.5033191963195801,0.7813227998558432
123,1000,A: Fixed-alpha,fixed,7,0.362886120557785,0.34979370574951174,0.4743069984436035,0.7419992000795901
123,1000,A: Fixed-alpha,fixed,8,0.32541554617881774,0.31067621726989747,0.4428633499145508,0.7546686998102814
123,1000,A: Fixed-alpha,fixed,9,0.2870781676769257,0.26972800178527834,0.40778700103759763,0.7333043999969959
123,1000,A: Fixed-alpha,fixed,10,0.24937128901481628,0.22802805824279784,0.3681382423400879,0.7609758002217859
123,1000,A: Fixed-alpha,fixed,11,0.21067007076740266,0.1893744228363037,0.32440738105773925,0.7129472000524402
123,1000,A: Fixed-alpha,fixed,12,0.17549770605564116,0.15569557666778563,0.28702304039001464,0.7172565998043865
123,1000,B: Learned Non-Fuzzy alpha,nonfuzzy,1,0.9602711820602416,0.7833070770263671,0.7396601058959961,1.3146037000697106
123,1000,B: Learned Non-Fuzzy alpha,nonfuzzy,2,0.6761121830940247,0.5261286972045899,0.6021233474731446,1.31090799998492
123,1000,B: Learned Non-Fuzzy alpha,nonfuzzy,3,0.4341947410106659,0.3081768501281738,0.453930810546875,1.260750399902463
123,1000,B: Learned Non-Fuzzy alpha,nonfuzzy,4,0.23401361620426178,0.14390192184448242,0.2965885856628418,1.301388599909842
123,1000,B: Learned Non-Fuzzy alpha,nonfuzzy,5,0.1017019077539444,0.07000429754257202,0.18998620529174803,1.1959753001574427
123,1000,B: Learned Non-Fuzzy alpha,nonfuzzy,6,0.06287717336416244,0.06776835813522339,0.19072704887390138,1.197894599987194
123,1000,B: Learned Non-Fuzzy alpha,nonfuzzy,7,0.06058002290129662,0.05725413436889648,0.17583998908996581,1.1823265000712126
123,1000,B: Learned Non-Fuzzy alpha,nonfuzzy,8,0.04695655190944672,0.04217978973388672,0.1481694522857666,1.1945598002057523
123,1000,B: Learned Non-Fuzzy alpha,nonfuzzy,9,0.03666816283762455,0.03573378844261169,0.13622089653015138,1.2362047999631613
123,1000,B: Learned Non-Fuzzy alpha,nonfuzzy,10,0.03200408199429512,0.030442128205299377,0.12569103355407715,1.2744905999861658
123,1000,B: Learned Non-Fuzzy alpha,nonfuzzy,11,0.02709481915831566,0.02582170014381409,0.11666242866516113,1.1785085999872535
123,1000,B: Learned Non-Fuzzy alpha,nonfuzzy,12,0.023184197515249253,0.022607925987243652,0.11042777614593506,1.1519243998918682
123,1000,C: Fuzzy Adaptive alpha,fuzzy,1,0.9633380732536316,0.8322774063110352,0.7628172149658203,2.158077400177717
123,1000,C: Fuzzy Adaptive alpha,fuzzy,2,0.7374679889678956,0.6249892654418945,0.6563881973266602,2.1891770001966506
123,1000,C: Fuzzy Adaptive alpha,fuzzy,3,0.5401135227680206,0.4380547004699707,0.5442182159423828,1.9795416998676956
123,1000,C: Fuzzy Adaptive alpha,fuzzy,4,0.37034289169311524,0.2904953918457031,0.4429429138183594,2.5521333999931812
123,1000,C: Fuzzy Adaptive alpha,fuzzy,5,0.24839399647712707,0.205314546585083,0.3688698310852051,2.293169799959287
123,1000,C: Fuzzy Adaptive alpha,fuzzy,6,0.1838918308019638,0.16224862575531007,0.3203059005737305,2.0826739000622183
123,1000,C: Fuzzy Adaptive alpha,fuzzy,7,0.14249775153398514,0.12281218299865723,0.2755149284362793,2.0133799999020994
123,1000,C: Fuzzy Adaptive alpha,fuzzy,8,0.10306358420848846,0.08838868732452393,0.23482999114990236,2.056719599990174
123,1000,C: Fuzzy Adaptive alpha,fuzzy,9,0.07423983100056648,0.06513803653717042,0.20118926010131835,2.0386963998898864
123,1000,C: Fuzzy Adaptive alpha,fuzzy,10,0.054370038479566576,0.04800157785415649,0.1721924083709717,2.769572200020775
123,1000,C: Fuzzy Adaptive alpha,fuzzy,11,0.03989564174413681,0.03554012517929077,0.14799182243347167,2.300166300032288
123,1000,C: Fuzzy Adaptive alpha,fuzzy,12,0.029911938428878786,0.0272835768699646,0.12917005195617676,2.3793794000521302
123,3000,A: Fixed-alpha,fixed,1,0.7387961477438609,0.5319257736206054,0.6081657852172851,1.9653849001042545
123,3000,A: Fixed-alpha,fixed,2,0.45747039310137433,0.38739665069580076,0.5094214637756348,1.9213645001873374
123,3000,A: Fixed-alpha,fixed,3,0.3440498079856237,0.27239926109313967,0.41545935821533203,1.7081063999794424
123,3000,A: Fixed-alpha,fixed,4,0.22584368459383647,0.15869175024032592,0.2921455020904541,1.615983999799937
123,3000,A: Fixed-alpha,fixed,5,0.13747239261865615,0.10570931630134582,0.2412783084869385,1.6704155998304486
123,3000,A: Fixed-alpha,fixed,6,0.09903355465332667,0.0804446587562561,0.20954010467529297,1.998163599986583
123,3000,A: Fixed-alpha,fixed,7,0.07565931989749272,0.06089046754837036,0.1822778003692627,2.006798799848184
123,3000,A: Fixed-alpha,fixed,8,0.05748373264074325,0.046062769412994385,0.15513396911621094,1.9856329001486301
123,3000,A: Fixed-alpha,fixed,9,0.04280660763382912,0.033760851740837095,0.13798360176086424,1.9444875000044703
123,3000,A: Fixed-alpha,fixed,10,0.03101933416724205,0.024594587755203248,0.11453387145996094,1.9343475999776274
123,3000,A: Fixed-alpha,fixed,11,0.022753058224916457,0.018719996500015258,0.10158781414031982,1.9104778000619262
123,3000,A: Fixed-alpha,fixed,12,0.017790459896127382,0.015194110178947449,0.09181223125457763,1.9214492999017239
123,3000,B: Learned Non-Fuzzy alpha,nonfuzzy,1,0.7022999447186787,0.3055452495574951,0.45158180084228516,3.0315959001891315
123,3000,B: Learned Non-Fuzzy alpha,nonfuzzy,2,0.14397802445292474,0.06357909927368165,0.18517951011657716,3.0008037998341024
123,3000,B: Learned Non-Fuzzy alpha,nonfuzzy,3,0.050333499908447266,0.03459882309436798,0.13371592769622803,2.6278435999993235
123,3000,B: Learned Non-Fuzzy alpha,nonfuzzy,4,0.029071176543831824,0.021102929663658142,0.10705504417419434,2.690306199947372
123,3000,B: Learned Non-Fuzzy alpha,nonfuzzy,5,0.018833467081189156,0.015529888725280761,0.09423700180053711,2.6141921998932958
123,3000,B: Learned Non-Fuzzy alpha,nonfuzzy,6,0.015142644243935743,0.013839531207084655,0.09112923488616943,2.694562899880111
123,3000,B: Learned Non-Fuzzy alpha,nonfuzzy,7,0.014121526643633843,0.013097724461555481,0.08900071582794189,2.7385764999780804
123,3000,B: Learned Non-Fuzzy alpha,nonfuzzy,8,0.013421333499252796,0.01259077959060669,0.08760387153625489,2.6663766000419855
123,3000,B: Learned Non-Fuzzy alpha,nonfuzzy,9,0.01284147938589255,0.012097322082519532,0.08646086158752442,4.137787200044841
123,3000,B: Learned Non-Fuzzy alpha,nonfuzzy,10,0.012342148594558238,0.011590585279464721,0.08464384174346924,3.5629958000499755
123,3000,B: Learned Non-Fuzzy alpha,nonfuzzy,11,0.011855820817252,0.011222852683067322,0.08369033832550049,2.801210400182754
123,3000,B: Learned Non-Fuzzy alpha,nonfuzzy,12,0.01147531729688247,0.010930752277374268,0.08226355590820313,2.8541695999447256
123,3000,C: Fuzzy Adaptive alpha,fuzzy,1,0.7595064012209575,0.43446278533935545,0.5454263214111328,4.041022599907592
123,3000,C: Fuzzy Adaptive alpha,fuzzy,2,0.2787789034048716,0.16238410530090333,0.3258729095458984,3.465428999857977
123,3000,C: Fuzzy Adaptive alpha,fuzzy,3,0.1097838896314303,0.06628774185180664,0.20465148010253906,3.506709100212902
123,3000,C: Fuzzy Adaptive alpha,fuzzy,4,0.04286571252842744,0.027025891304016114,0.12841064529418944,3.277259999886155
123,3000,C: Fuzzy Adaptive alpha,fuzzy,5,0.020718254168828328,0.01728040313720703,0.09991140537261962,2.8303559001069516
123,3000,C: Fuzzy Adaptive alpha,fuzzy,6,0.01606281869361798,0.014848006892204285,0.09331144275665283,2.7676750000100583
123,3000,C: Fuzzy Adaptive alpha,fuzzy,7,0.014239108264446259,0.013276546549797059,0.08834935398101806,2.8946002000011504
123,3000,C: Fuzzy Adaptive alpha,fuzzy,8,0.01310813485334317,0.012293829536437989,0.08603653373718262,2.926835299935192
123,3000,C: Fuzzy Adaptive alpha,fuzzy,9,0.012212738002339999,0.011488913130760193,0.08344268951416016,3.2783981000538915
123,3000,C: Fuzzy Adaptive alpha,fuzzy,10,0.01152655461182197,0.010965719175338746,0.08180883426666259,4.41417960007675
123,3000,C: Fuzzy Adaptive alpha,fuzzy,11,0.011104299786190193,0.010530458974838256,0.08062716464996338,3.8628055998124182
123,3000,C: Fuzzy Adaptive alpha,fuzzy,12,0.010710185843209426,0.010179741263389587,0.07942846927642823,3.916528800036758
123,5000,A: Fixed-alpha,fixed,1,0.6387116219520569,0.41876517028808596,0.5322732261657714,2.2497322000563145
123,5000,A: Fixed-alpha,fixed,2,0.343949672794342,0.23033442039489746,0.36974029541015624,2.2381988998968154
