TrainSize,Seeds,Fuzzy_vs_Fixed_MeanPct,Fuzzy_vs_Fixed_StdPct,Fuzzy_vs_NonFuzzy_MeanPct,Fuzzy_vs_NonFuzzy_StdPct
1000,3,75.79659613466804,13.545466212638683,-131.4625677271945,148.28993497605657
3000,3,44.67844981078333,9.861076696062842,-6.540533155285434,13.753007971550346
5000,3,21.80407342526118,1.903442103892455,-1.372917760200931,4.9384088085044935
9000,3,13.55685667742082,2.6357053212051706,1.486913872728498,2.036645330322392
