regime,alpha,abs_delta,abs_error,Seed,Index
0,0.34383565187454224,0.04892730712890625,0.03470420837402344,456,8
0,0.3842884302139282,0.035459328442811966,0.003693666309118271,456,9
0,0.4292086064815521,0.017340540885925293,0.1529635787010193,456,10
0,0.43359896540641785,0.0010907649993896484,0.0859137773513794,456,11
0,0.42531701922416687,0.12043201923370361,0.034958481788635254,456,12
0,0.38681939244270325,0.12931205332279205,0.04690682142972946,456,13
0,0.2976524233818054,0.02609395980834961,0.00524294376373291,456,14
0,0.2749677002429962,0.01902949810028076,0.0693742036819458,456,15
0,0.3008597493171692,0.048642873764038086,0.008459687232971191,456,16
0,0.32402274012565613,0.11414659023284912,0.13942766189575195,456,17
0,0.36279916763305664,0.11317196488380432,0.18200460076332092,456,18
0,0.425584614276886,0.09410309791564941,0.011700987815856934,456,19
