regime,alpha,abs_delta,abs_error,Seed,Index
0,0.4329741597175598,0.01317894458770752,0.04691922664642334,456,20
0,0.43114981055259705,0.0005640983581542969,0.017681419849395752,456,21
0,0.37641391158103943,0.12285072356462479,0.02991979569196701,456,22
0,0.29794201254844666,0.0493617057800293,0.010922431945800781,456,23
0,0.2826436161994934,0.04884672164916992,0.1090998649597168,456,24
0,0.2909403145313263,0.10663235187530518,0.05693995952606201,456,25
0,0.3260918855667114,0.07436424493789673,0.10389173030853271,456,26
0,0.37060415744781494,0.030721545219421387,0.027175575494766235,456,27
0,0.42870455980300903,0.0958395004272461,0.19676023721694946,456,28
0,0.4325408339500427,0.08499479293823242,0.1534658670425415,456,29
0,0.43245404958724976,0.057460010051727295,0.017215967178344727,456,30
0,0.40565943717956543,0.1197090595960617,0.06897883117198944,456,31
0,0.31311842799186707,0.17460507154464722,0.09301817417144775,456,32
0,0.28330904245376587,0.09717929363250732,0.144944429397583,456,33
0,0.2860020399093628,0.145896315574646,0.10767817497253418,456,34
0,0.3150729238986969,0.1297261118888855,0.1280534267425537,456,35
0,0.3884238302707672,0.09060630202293396,0.03886372596025467,456,36
0,0.4182870090007782,0.03277146816253662,0.07185548543930054,456,37
0,0.4328257739543915,0.05422431230545044,0.12677669525146484,456,38
0,0.4333133101463318,0.048528313636779785,0.0047414302825927734,456,39
0,0.4153963327407837,0.04526761174201965,0.02086663246154785,456,40
0,0.32673409581184387,0.11048024892807007,0.02364128828048706,456,41
0,0.28114885091781616,0.02437746524810791,0.08507776260375977,456,42
0,0.28039446473121643,0.02451944351196289,0.08897590637207031,456,43
0,0.3087902069091797,0.029574275016784668,0.021695494651794434,456,44
0,0.3793058693408966,0.020142674446105957,0.029782548546791077,456,45
0,0.42201483249664307,0.03757351636886597,0.12682420015335083,456,46
0,0.42611265182495117,0.014700114727020264,0.030176639556884766,456,47
0,0.4314214587211609,0.10689342021942139,0.11043679714202881,456,48
0,0.41624176502227783,0.07493990659713745,0.04034757614135742,456,49
0,0.3247826099395752,0.14385449886322021,0.08561527729034424,456,50
0,0.28680673241615295,0.06732070446014404,0.012715339660644531,456,51
0,0.2949940264225006,0.04466259479522705,0.06375694274902344,456,52
0,0.3184356391429901,0.07005447149276733,0.034696757793426514,456,53
0,0.369590163230896,0.05576275289058685,0.00821751356124878,456,54
0,0.41364240646362305,0.08828866481781006,0.0608881413936615,456,55
0,0.4265677332878113,0.11482137441635132,0.10075867176055908,456,56
0,0.433289110660553,0.054404377937316895,0.01074528694152832,456,57
0,0.42347556352615356,0.10356009006500244,0.042966365814208984,456,58
1,0.305353045463562,0.021226048469543457,0.07159924507141113,456,59
1,0.43106698989868164,0.21348100900650024,0.013798654079437256,456,60
1,0.41930991411209106,0.042353153228759766,0.157967209815979,456,61
1,0.3073611259460449,0.14507722854614258,0.05785930156707764,456,62
1,0.4205625355243683,0.2294880449771881,0.04620552062988281,456,63
1,0.4194309115409851,0.19507241249084473,0.22771859169006348,456,64
1,0.3150256276130676,0.2755848169326782,0.014125466346740723,456,65
1,0.40451931953430176,0.10279503464698792,0.04798845946788788,456,66
1,0.4173178970813751,0.10372161865234375,0.09114861488342285,456,67
1,0.3559354841709137,0.48542696237564087,0.079505056142807,456,68
1,0.3854852318763733,0.24512100219726562,0.1082058995962143,456,69
1,0.42611199617385864,0.04443621635437012,0.00935971736907959,456,70
1,0.3771653473377228,0.4802948832511902,0.1167205274105072,456,71
1,0.36544862389564514,0.19325219094753265,0.0567554235458374,456,72
1,0.43003442883491516,0.15209448337554932,0.04506790637969971,456,73
1,0.4263426661491394,0.2633540630340576,0.03892570734024048,456,74
1,0.3291577994823456,0.15557366609573364,0.0944247841835022,456,75
1,0.433141827583313,0.18998372554779053,0.06770920753479004,456,76
1,0.42573532462120056,0.21364867687225342,0.06575608253479004,456,77
1,0.3157808780670166,0.13881802558898926,0.08734065294265747,456,78
1,0.4334185719490051,0.11585783958435059,0.013950943946838379,456,79
1,0.42056554555892944,0.08198201656341553,0.1097719669342041,456,80
1,0.31240078806877136,0.03627574443817139,0.011608600616455078,456,81
1,0.43268853425979614,0.1502131223678589,0.029446542263031006,456,82
1,0.4236934185028076,0.003437042236328125,0.1001744270324707,456,83
1,0.3009723126888275,0.10699057579040527,0.15261340141296387,456,84
1,0.42917105555534363,0.10864335298538208,0.07145988941192627,456,85
1,0.41801270842552185,0.14885258674621582,0.23639416694641113,456,86
1,0.31596842408180237,0.16039615869522095,0.08822488784790039,456,87
1,0.4158267378807068,0.2255021035671234,0.12784725427627563,456,88
1,0.41994398832321167,0.038001179695129395,0.06339621543884277,456,89
1,0.30747151374816895,0.20730721950531006,0.017074108123779297,456,90
1,0.4127613604068756,0.07463335990905762,0.17223694920539856,456,91
1,0.42405614256858826,0.1241525411605835,0.13135278224945068,456,92
1,0.36558079719543457,0.5135746002197266,0.12372489273548126,456,93
1,0.38793128728866577,0.12034869939088821,0.06440597772598267,456,94
1,0.42685019969940186,0.17579436302185059,0.09975695610046387,456,95
1,0.4261314272880554,0.4002133011817932,0.12069827318191528,456,96
1,0.365690678358078,0.20378780364990234,0.09548909962177277,456,97
1,0.4286324083805084,0.1128687858581543,0.005200028419494629,456,98
1,0.4298107624053955,0.45685696601867676,0.2638591527938843,456,99
1,0.33229097723960876,0.06185197830200195,0.003432631492614746,456,100
1,0.433014452457428,0.21596205234527588,0.14047157764434814,456,101
1,0.4188481271266937,0.1607152223587036,0.03941023349761963,456,102
1,0.32505080103874207,0.03759044408798218,0.007646322250366211,456,103
1,0.4332786798477173,0.055078864097595215,0.07074916362762451,456,104
1,0.4290860891342163,0.10848915576934814,0.034270644187927246,456,105
1,0.3032151460647583,0.1530415415763855,0.12355023622512817,456,106
1,0.43366944789886475,0.14250624179840088,0.05574166774749756,456,107
1,0.42172732949256897,0.06512904167175293,0.018048882484436035,456,108
1,0.30053824186325073,0.03232693672180176,0.12314176559448242,456,109
1,0.4293127954006195,0.07501310110092163,0.15211182832717896,456,110
1,0.41987425088882446,0.05364799499511719,0.019405364990234375,456,111
1,0.31853342056274414,0.20006251335144043,0.006362795829772949,456,112
1,0.4149560034275055,0.2637803554534912,0.06562197208404541,456,113
1,0.4203091859817505,0.013379335403442383,0.05636036396026611,456,114
1,0.33914047479629517,0.34105750918388367,0.050525963306427,456,115
1,0.39119815826416016,0.06654351949691772,0.02908271551132202,456,116
1,0.42246025800704956,0.14255082607269287,0.12915575504302979,456,117
1,0.3903234302997589,0.43186357617378235,0.029310666024684906,456,118
1,0.3716261386871338,0.12341803312301636,0.014763280749320984,456,119
1,0.4276590347290039,0.07219302654266357,0.1069793701171875,456,120
1,0.39939647912979126,0.5244867205619812,0.15746046602725983,456,121
1,0.36209386587142944,0.1664174497127533,0.059185564517974854,456,122
2,0.3739185333251953,0.1647532433271408,0.15406325459480286,456,123
2,0.42688626050949097,0.061743319034576416,0.16915631294250488,456,124
2,0.4014137089252472,0.09311912953853607,0.03165525197982788,456,125
2,0.3070039749145508,0.06657624244689941,0.02157127857208252,456,126
2,0.3142615556716919,0.029171109199523926,0.0009235739707946777,456,127
2,0.37238824367523193,0.018671497702598572,0.06507816910743713,456,128
2,0.42066189646720886,0.08711984753608704,0.1633671224117279,456,129
2,0.40131765604019165,0.0345914363861084,0.1012246161699295,456,130
2,0.3177766799926758,0.12855243682861328,0.0708160400390625,456,131
2,0.2992098331451416,0.09411942958831787,0.060148000717163086,456,132
2,0.35222384333610535,0.12038561701774597,0.075781911611557,456,133
2,0.38771283626556396,0.1551162749528885,0.17506027221679688,456,134
2,0.4182668626308441,0.09006127715110779,0.08178243041038513,456,135
2,0.3560180068016052,0.22218051552772522,0.10132265090942383,456,136
2,0.2944582998752594,0.0612339973449707,0.039945006370544434,456,137
2,0.32645416259765625,0.09116941690444946,0.07467496395111084,456,138
2,0.3945469260215759,0.15930721163749695,0.12520596385002136,456,139
2,0.4222242832183838,0.03808215260505676,0.036629438400268555,456,140
2,0.36578214168548584,0.060795679688453674,0.14951203763484955,456,141
2,0.30994921922683716,0.042669713497161865,0.028803765773773193,456,142
2,0.31459516286849976,0.051976799964904785,0.07611453533172607,456,143
2,0.38738763332366943,0.014066733419895172,0.05129435658454895,456,144
2,0.41674259305000305,0.08189448714256287,0.1310105323791504,456,145
2,0.3915247917175293,0.015004947781562805,0.08600126206874847,456,146
2,0.3094050884246826,0.024201035499572754,0.035004496574401855,456,147
2,0.3024502694606781,0.08892202377319336,0.0650324821472168,456,148
2,0.3582213521003723,0.08601218461990356,0.08923175930976868,456,149
2,0.39440175890922546,0.12430894374847412,0.16437171399593353,456,150
2,0.41656893491744995,0.05325326323509216,0.05354785919189453,456,151
2,0.33408626914024353,0.0653458833694458,0.03277319669723511,456,152
2,0.3047713339328766,0.007135868072509766,0.03566253185272217,456,153
2,0.34770894050598145,0.022834599018096924,0.014490365982055664,456,154
2,0.3962559103965759,0.09219862520694733,0.06133505702018738,456,155
2,0.40235549211502075,0.06149211525917053,0.11151845753192902,456,156
2,0.36424243450164795,0.1871018260717392,0.11817097663879395,456,157
2,0.29892298579216003,0.014821887016296387,0.020230889320373535,456,158
2,0.3275722861289978,0.05582517385482788,0.042769789695739746,456,159
2,0.40116429328918457,0.06357251107692719,0.0020619332790374756,456,160
2,0.4168146252632141,0.044789642095565796,0.08300995826721191,456,161
2,0.3815563917160034,0.17932067811489105,0.0991627424955368,456,162
2,0.2994988262653351,0.12528455257415771,0.10675740242004395,456,163
2,0.3156421184539795,0.11138498783111572,0.08905857801437378,456,164
2,0.3810492157936096,0.12863050401210785,0.08122166991233826,456,165
2,0.4159141182899475,0.1699177324771881,0.11620819568634033,456,166
2,0.3804435431957245,0.03859557956457138,0.08312621712684631,456,167
2,0.31038105487823486,0.041634976863861084,0.02465033531188965,456,168
2,0.3043970763683319,0.0360640287399292,0.05041801929473877,456,169
2,0.364743709564209,0.010021597146987915,0.05673736333847046,456,170
2,0.4056951701641083,0.07671788334846497,0.046066612005233765,456,171
2,0.41779226064682007,0.04884982109069824,0.04220086336135864,456,172
2,0.3411737382411957,0.15213912725448608,0.09083795547485352,456,173
2,0.2938176989555359,0.022228479385375977,0.009903430938720703,456,174
2,0.3360099196434021,0.08339798450469971,0.07045352458953857,456,175
2,0.4038061499595642,0.10527792572975159,0.025189220905303955,456,176
2,0.4245802164077759,0.037842750549316406,0.08424901962280273,456,177
2,0.3523390293121338,0.08497020602226257,0.05147957801818848,456,178
2,0.2993803322315216,0.1138225793838501,0.1343921422958374,456,179
2,0.31609010696411133,0.1469932198524475,0.14783424139022827,456,180
2,0.3914805054664612,0.17301350831985474,0.06818906217813492,456,181
2,0.42579227685928345,0.1150953471660614,0.19320806860923767,456,182
2,0.3853548765182495,0.0356890894472599,0.00916721299290657,456,183
2,0.31183406710624695,0.055321455001831055,0.027094721794128418,456,184
2,0.3178271949291229,0.05296748876571655,0.05532890558242798,456,185
2,0.37423214316368103,0.0800621509552002,0.10753363370895386,456,186
0,0.30065077543258667,0.1500157117843628,0.1315135955810547,456,187
0,0.2817870080471039,0.12433910369873047,0.05533182621002197,456,188
0,0.2966760993003845,0.06352567672729492,0.08689725399017334,456,189
0,0.3394216299057007,0.0376051664352417,0.04492729902267456,456,190
0,0.3961440622806549,0.015145011246204376,0.001407228410243988,456,191
0,0.4211919903755188,0.0017625093460083008,0.01930755376815796,456,192
0,0.4324222803115845,0.040659427642822266,0.03306424617767334,456,193
0,0.43157804012298584,0.06463271379470825,0.10692203044891357,456,194
0,0.38630348443984985,0.07085689902305603,0.04118989035487175,456,195
0,0.29839256405830383,0.15500521659851074,0.13409459590911865,456,196
0,0.2783174514770508,0.04503130912780762,0.029076457023620605,456,197
0,0.29709577560424805,0.03381538391113281,0.02000141143798828,456,198
0,0.35153019428253174,0.07559388875961304,0.012446373701095581,456,199
