model,test_mse_mean,test_mse_std,jac_mean,jac_p95,jac_max,jac_fraction_gt1,bound_max,bound_violation_total,max_bound_gap,hidden_max,fro_mean,spectral_mean,spectral_max,autograd_max_diff
C_fuzzy_contractive,0.009638344558576742,0.0002822249119244578,0.7188586611966293,0.7333398004372915,0.7484758496284485,0.0,0.932569044828415,0,-0.16281179189682005,3.3471157550811768,0.8999999761581421,0.7384468118349711,0.7555839419364929,2.9802322387695312e-08
D_fuzzy_unconstrained,0.007314656395465136,0.00024066452798794446,1.0884060578266779,1.1240336736043295,1.27151358127594,0.9988666666666667,0.9561789393424988,30000,0.34629460573196413,3.6813595294952393,6.983017285664876,1.5178667704264324,1.632279872894287,5.960464477539063e-08
