model,seed,step,max_abs_jacobian_difference,analytic_spectral_norm,autograd_spectral_norm,spectral_difference
C_fuzzy_contractive,123,2173,7.450580596923828e-09,0.7455990314483643,0.7455968856811523,2.1457672119140625e-06
C_fuzzy_contractive,123,2608,1.4901161193847656e-08,0.7414267063140869,0.7414224743843079,4.231929779052734e-06
C_fuzzy_contractive,123,3043,1.4901161193847656e-08,0.7252235412597656,0.725223958492279,4.172325134277344e-07
C_fuzzy_contractive,123,3477,1.4901161193847656e-08,0.7414811253547668,0.7414799332618713,1.1920928955078125e-06
C_fuzzy_contractive,123,3912,7.450580596923828e-09,0.715275764465332,0.715275764465332,0.0
C_fuzzy_contractive,123,4347,7.450580596923828e-09,0.7272213697433472,0.7272219061851501,5.364418029785156e-07
C_fuzzy_contractive,123,4782,7.450580596923828e-09,0.7428622841835022,0.7428653836250305,3.0994415283203125e-06
C_fuzzy_contractive,123,5216,1.4901161193847656e-08,0.7321348786354065,0.732136607170105,1.7285346984863281e-06
C_fuzzy_contractive,123,5651,7.450580596923828e-09,0.735072672367096,0.7350723743438721,2.980232238769531e-07
C_fuzzy_contractive,123,6086,1.4901161193847656e-08,0.7415257692337036,0.7415262460708618,4.76837158203125e-07
C_fuzzy_contractive,123,6521,1.4901161193847656e-08,0.7327437996864319,0.7327420115470886,1.7881393432617188e-06
C_fuzzy_contractive,123,6955,1.4901161193847656e-08,0.7308396100997925,0.7308404445648193,8.344650268554688e-07
C_fuzzy_contractive,123,7390,1.4901161193847656e-08,0.742343008518219,0.7423416376113892,1.3709068298339844e-06
C_fuzzy_contractive,123,7825,1.4901161193847656e-08,0.7430161833763123,0.7430168390274048,6.556510925292969e-07
C_fuzzy_contractive,123,8260,2.9802322387695312e-08,0.71440589427948,0.714404284954071,1.6093254089355469e-06
C_fuzzy_contractive,123,8694,7.450580596923828e-09,0.7095116972923279,0.70950847864151,3.2186508178710938e-06
C_fuzzy_contractive,123,9129,1.4901161193847656e-08,0.7383522987365723,0.7383522987365723,0.0
C_fuzzy_contractive,123,9564,1.4901161193847656e-08,0.6914958953857422,0.6914980411529541,2.1457672119140625e-06
C_fuzzy_contractive,123,9999,7.450580596923828e-09,0.7328876256942749,0.7328881621360779,5.364418029785156e-07
D_fuzzy_unconstrained,123,0,2.9802322387695312e-08,1.2631056308746338,1.2631075382232666,1.9073486328125e-06
D_fuzzy_unconstrained,123,434,5.960464477539063e-08,1.1183229684829712,1.1183216571807861,1.3113021850585938e-06
D_fuzzy_unconstrained,123,869,2.9802322387695312e-08,1.1429634094238281,1.1429619789123535,1.430511474609375e-06
D_fuzzy_unconstrained,123,1304,5.960464477539063e-08,1.139647364616394,1.1396456956863403,1.6689300537109375e-06
D_fuzzy_unconstrained,123,1738,2.9802322387695312e-08,1.1002696752548218,1.1002676486968994,2.0265579223632812e-06
D_fuzzy_unconstrained,123,2173,2.9802322387695312e-08,1.098095417022705,1.0980929136276245,2.5033950805664062e-06
D_fuzzy_unconstrained,123,2608,2.9802322387695312e-08,1.1513735055923462,1.1513739824295044,4.76837158203125e-07
D_fuzzy_unconstrained,123,3043,5.960464477539063e-08,1.1323741674423218,1.1323740482330322,1.1920928955078125e-07
D_fuzzy_unconstrained,123,3477,5.960464477539063e-08,1.160858154296875,1.1608593463897705,1.1920928955078125e-06
D_fuzzy_unconstrained,123,3912,2.9802322387695312e-08,1.083853006362915,1.0838537216186523,7.152557373046875e-07
D_fuzzy_unconstrained,123,4347,2.9802322387695312e-08,1.1445287466049194,1.144528865814209,1.1920928955078125e-07
D_fuzzy_unconstrained,123,4782,2.9802322387695312e-08,1.111209750175476,1.111209511756897,2.384185791015625e-07
D_fuzzy_unconstrained,123,5216,2.9802322387695312e-08,1.138634443283081,1.1386319398880005,2.5033950805664062e-06
D_fuzzy_unconstrained,123,5651,2.9802322387695312e-08,1.1507511138916016,1.1507477760314941,3.337860107421875e-06
D_fuzzy_unconstrained,123,6086,2.9802322387695312e-08,1.127963662147522,1.1279650926589966,1.430511474609375e-06
D_fuzzy_unconstrained,123,6521,2.9802322387695312e-08,1.0940968990325928,1.0940964221954346,4.76837158203125e-07
D_fuzzy_unconstrained,123,6955,2.9802322387695312e-08,1.1913480758666992,1.1913493871688843,1.3113021850585938e-06
D_fuzzy_unconstrained,123,7390,2.9802322387695312e-08,1.1183284521102905,1.1183269023895264,1.5497207641601562e-06
D_fuzzy_unconstrained,123,7825,2.9802322387695312e-08,1.1495110988616943,1.1495108604431152,2.384185791015625e-07
D_fuzzy_unconstrained,123,8260,2.9802322387695312e-08,1.095461130142212,1.0954620838165283,9.5367431640625e-07
D_fuzzy_unconstrained,123,8694,2.9802322387695312e-08,1.1013120412826538,1.1013084650039673,3.5762786865234375e-06
D_fuzzy_unconstrained,123,9129,2.9802322387695312e-08,1.079582929611206,1.0795854330062866,2.5033950805664062e-06
D_fuzzy_unconstrained,123,9564,2.9802322387695312e-08,1.0714144706726074,1.071407675743103,6.794929504394531e-06
D_fuzzy_unconstrained,123,9999,2.9802322387695312e-08,1.1332018375396729,1.1331979036331177,3.933906555175781e-06
C_fuzzy_contractive,456,0,1.4901161193847656e-08,0.7087846994400024,0.7087859511375427,1.2516975402832031e-06
C_fuzzy_contractive,456,434,1.4901161193847656e-08,0.7062948346138,0.7062928080558777,2.0265579223632812e-06
C_fuzzy_contractive,456,869,1.4901161193847656e-08,0.7095024585723877,0.709504246711731,1.7881393432617188e-06
C_fuzzy_contractive,456,1304,2.9802322387695312e-08,0.6835547089576721,0.6835559010505676,1.1920928955078125e-06
C_fuzzy_contractive,456,1738,1.4901161193847656e-08,0.6778395175933838,0.6778399348258972,4.172325134277344e-07
C_fuzzy_contractive,456,2173,1.4901161193847656e-08,0.7103824615478516,0.7103807330131531,1.7285346984863281e-06
C_fuzzy_contractive,456,2608,1.4901161193847656e-08,0.7088101506233215,0.7088083624839783,1.7881393432617188e-06
C_fuzzy_contractive,456,3043,3.725290298461914e-09,0.698093056678772,0.698094367980957,1.3113021850585938e-06
C_fuzzy_contractive,456,3477,1.4901161193847656e-08,0.7059668302536011,0.7059681415557861,1.3113021850585938e-06
C_fuzzy_contractive,456,3912,1.4901161193847656e-08,0.6938284039497375,0.6938292980194092,8.940696716308594e-07
C_fuzzy_contractive,456,4347,3.725290298461914e-09,0.7025667428970337,0.702566921710968,1.7881393432617188e-07
C_fuzzy_contractive,456,4782,1.4901161193847656e-08,0.7062293291091919,0.7062311768531799,1.8477439880371094e-06
C_fuzzy_contractive,456,5216,1.4901161193847656e-08,0.7005678415298462,0.7005671262741089,7.152557373046875e-07
C_fuzzy_contractive,456,5651,1.4901161193847656e-08,0.7077165246009827,0.7077171206474304,5.960464477539062e-07
C_fuzzy_contractive,456,6086,1.4901161193847656e-08,0.7079926133155823,0.7079911231994629,1.4901161193847656e-06
C_fuzzy_contractive,456,6521,1.4901161193847656e-08,0.7001118659973145,0.7001113891601562,4.76837158203125e-07
C_fuzzy_contractive,456,6955,1.4901161193847656e-08,0.6998035311698914,0.6998041868209839,6.556510925292969e-07
C_fuzzy_contractive,456,7390,1.4901161193847656e-08,0.7083170413970947,0.7083174586296082,4.172325134277344e-07
C_fuzzy_contractive,456,7825,3.725290298461914e-09,0.7094841599464417,0.7094792723655701,4.887580871582031e-06
C_fuzzy_contractive,456,8260,1.4901161193847656e-08,0.6881274580955505,0.6881263256072998,1.1324882507324219e-06
C_fuzzy_contractive,456,8694,3.725290298461914e-09,0.6871820092201233,0.6871806979179382,1.3113021850585938e-06
C_fuzzy_contractive,456,9129,1.4901161193847656e-08,0.7059662342071533,0.7059683799743652,2.1457672119140625e-06
C_fuzzy_contractive,456,9564,1.4901161193847656e-08,0.6889458894729614,0.6889456510543823,2.384185791015625e-07
C_fuzzy_contractive,456,9999,1.4901161193847656e-08,0.6979201436042786,0.6979202032089233,5.960464477539063e-08
D_fuzzy_unconstrained,456,0,5.960464477539063e-08,1.1010618209838867,1.101065993309021,4.172325134277344e-06
D_fuzzy_unconstrained,456,434,5.960464477539063e-08,1.0496906042099,1.049689769744873,8.344650268554688e-07
D_fuzzy_unconstrained,456,869,5.960464477539063e-08,1.0366060733795166,1.0366060733795166,0.0
D_fuzzy_unconstrained,456,1304,2.9802322387695312e-08,1.0332971811294556,1.0332930088043213,4.172325134277344e-06
D_fuzzy_unconstrained,456,1738,2.9802322387695312e-08,1.036712646484375,1.0367158651351929,3.2186508178710938e-06
D_fuzzy_unconstrained,456,2173,1.4901161193847656e-08,1.0409228801727295,1.0409200191497803,2.86102294921875e-06
D_fuzzy_unconstrained,456,2608,2.9802322387695312e-08,1.0462844371795654,1.04628324508667,1.1920928955078125e-06
D_fuzzy_unconstrained,456,3043,5.960464477539063e-08,1.0549565553665161,1.0549591779708862,2.6226043701171875e-06
D_fuzzy_unconstrained,456,3477,5.960464477539063e-08,1.043854832649231,1.0438581705093384,3.337860107421875e-06
D_fuzzy_unconstrained,456,3912,2.9802322387695312e-08,1.0343708992004395,1.0343748331069946,3.933906555175781e-06
D_fuzzy_unconstrained,456,4347,2.9802322387695312e-08,1.0435445308685303,1.0435445308685303,0.0
D_fuzzy_unconstrained,456,4782,2.9802322387695312e-08,1.0548646450042725,1.054863691329956,9.5367431640625e-07
D_fuzzy_unconstrained,456,5216,5.960464477539063e-08,1.068027377128601,1.0680290460586548,1.6689300537109375e-06
D_fuzzy_unconstrained,456,5651,5.960464477539063e-08,1.06184720993042,1.0618436336517334,3.5762786865234375e-06
D_fuzzy_unconstrained,456,6086,2.9802322387695312e-08,1.0376935005187988,1.0376943349838257,8.344650268554688e-07
D_fuzzy_unconstrained,456,6521,2.9802322387695312e-08,1.0584158897399902,1.0584126710891724,3.2186508178710938e-06
D_fuzzy_unconstrained,456,6955,5.960464477539063e-08,1.0473679304122925,1.0473684072494507,4.76837158203125e-07
D_fuzzy_unconstrained,456,7390,5.960464477539063e-08,1.0499114990234375,1.0499110221862793,4.76837158203125e-07
D_fuzzy_unconstrained,456,7825,5.960464477539063e-08,1.0377079248428345,1.0377092361450195,1.3113021850585938e-06
D_fuzzy_unconstrained,456,8260,5.960464477539063e-08,1.0405956506729126,1.0405933856964111,2.2649765014648438e-06
D_fuzzy_unconstrained,456,8694,5.960464477539063e-08,1.0359219312667847,1.035927176475525,5.245208740234375e-06
D_fuzzy_unconstrained,456,9129,5.960464477539063e-08,1.0400172472000122,1.0400192737579346,2.0265579223632812e-06
D_fuzzy_unconstrained,456,9564,2.9802322387695312e-08,1.037768006324768,1.0377691984176636,1.1920928955078125e-06
D_fuzzy_unconstrained,456,9999,2.9802322387695312e-08,1.055705189704895,1.0557069778442383,1.7881393432617188e-06
