Model,TestMSEMean,TestMSEStd,JacMean,JacP95,JacMax,JacFractionGt1,BoundMax,BoundViolationTotal,MaxBoundGap,HiddenNormMax,FroMean,SpectralMean,SpectralMax,AutogradMaxDiff
C_fuzzy_contractive,0.007250173652172088,1.725052489590987e-05,0.6533394660075506,0.7255167474349339,0.7683675289154053,0.0,0.973285111784935,0,-0.20491758286952977,2.2091143131256104,0.8999999165534973,0.43179669976234436,0.4555431306362152,5.960464477539063e-08
D_fuzzy_unconstrained,0.005093760522206624,0.00011314200513359008,1.0536218439300855,1.0802596926689148,1.204568862915039,1.0,0.9809910625219345,30000,0.23705725967884062,4.576591491699219,7.1513692537943525,1.598856012026469,1.746966004371643,5.960464477539063e-08
