Seed,Model,epoch,train_mse,val_mse,val_mae,epoch_time_sec
123,D_fuzzy_unconstrained,9,0.005740288446346919,0.005549538004398346,0.05845427970886231,9.05121326099993
123,D_fuzzy_unconstrained,10,0.005726987625161807,0.006032755017280579,0.060758083534240725,9.874477851999927
123,D_fuzzy_unconstrained,11,0.005710084461089638,0.005485846102237702,0.05793547515869141,9.950229154999988
123,D_fuzzy_unconstrained,12,0.00558313040021393,0.005382493937015533,0.057818758201599124,9.502558782999813
123,D_fuzzy_unconstrained,13,0.0054013297934499055,0.005401623558998108,0.05794404525756836,8.662992533000079
123,D_fuzzy_unconstrained,14,0.005439937516839968,0.005720898258686066,0.0597369478225708,9.894700826999951
123,D_fuzzy_unconstrained,15,0.00542829977762368,0.005347931528091431,0.057528945922851564,9.833939707000127
456,C_fuzzy_contractive,1,0.4331015166838964,0.1374642086982727,0.2451773078918457,11.527560945000005
456,C_fuzzy_contractive,2,0.06591388699577914,0.019932507348060607,0.10084076557159424,11.675707612999986
456,C_fuzzy_contractive,3,0.017317285360561478,0.013778231739997863,0.08878105335235596,11.619140019000042
456,C_fuzzy_contractive,4,0.013404951684176922,0.011691777753829955,0.08384569149017335,11.616621951999832
456,C_fuzzy_contractive,5,0.011682664738761055,0.010603862977027893,0.0807565980911255,11.63768211599995
456,C_fuzzy_contractive,6,0.010613622012237707,0.00977487976551056,0.07805402889251709,11.852459729999964
456,C_fuzzy_contractive,7,0.009941304175390138,0.009340038561820984,0.07677677783966065,11.292385212
456,C_fuzzy_contractive,8,0.00948803923610184,0.008867123198509217,0.0750691463470459,11.024689197000043
456,C_fuzzy_contractive,9,0.009140334626866711,0.008659746074676514,0.07422518539428712,11.407307001999925
456,C_fuzzy_contractive,10,0.008877985001024272,0.00837465946674347,0.07329649829864501,11.628461607999952
456,C_fuzzy_contractive,11,0.008660961403614945,0.008226902151107787,0.0726363073348999,11.755165532999854
456,C_fuzzy_contractive,12,0.008482895776629447,0.008105481719970702,0.07227376384735107,11.817456584999945
456,C_fuzzy_contractive,13,0.008378463917722305,0.007956217908859253,0.07160138912200928,11.807349348999878
456,C_fuzzy_contractive,14,0.008251297955297762,0.008029897499084473,0.07206009216308594,11.707831424000005
456,C_fuzzy_contractive,15,0.008144105435245567,0.007771325516700745,0.07069101676940918,11.694764049000014
456,D_fuzzy_unconstrained,1,0.3413212712672022,0.06737786736488342,0.1782075843811035,9.762300316000164
456,D_fuzzy_unconstrained,2,0.04515810284515222,0.02269044532775879,0.10651680374145509,9.82137621600009
456,D_fuzzy_unconstrained,3,0.022523785778217845,0.014772463130950928,0.08643168716430664,9.242388592999987
456,D_fuzzy_unconstrained,4,0.01647794338232941,0.01110175392627716,0.07870288257598877,9.072735011000077
456,D_fuzzy_unconstrained,5,0.012403527301218775,0.008774322319030761,0.0696796106338501,9.884689914000091
456,D_fuzzy_unconstrained,6,0.00973119995660252,0.007173947477340698,0.06508353099822999,9.796955780999951
456,D_fuzzy_unconstrained,7,0.008472993749297327,0.006584165835380554,0.06318119525909424,9.459624485999939
456,D_fuzzy_unconstrained,8,0.007776271291491058,0.0062191026449203496,0.06168300342559815,8.695184228000016
456,D_fuzzy_unconstrained,9,0.007052086325155364,0.00591183351278305,0.06052675838470459,9.772666790999892
456,D_fuzzy_unconstrained,10,0.0068633226056893665,0.005710242986679077,0.059547728729248045,9.86223650199986
456,D_fuzzy_unconstrained,11,0.006463133844650454,0.005790757870674133,0.060241605758666994,9.603962823000074
456,D_fuzzy_unconstrained,12,0.00651224233996537,0.005666026151180267,0.0595692943572998,8.778770142999974
456,D_fuzzy_unconstrained,13,0.006134760655462742,0.0054944603800773624,0.05906041259765625,9.823176525000008
456,D_fuzzy_unconstrained,14,0.006122468863096502,0.005404506826400757,0.05838057689666748,9.749573288000192
456,D_fuzzy_unconstrained,15,0.006143739392567012,0.005440158343315124,0.05830223941802978,9.59541734000004
