Seed,Model,Parameters,BestEpoch,BestValMSE,TestMSE,TestMAE,TestRMSE,Kappa,AlphaMin,AlphaMax,ContractionQBound,FroNorm,SpectralNorm,AlphaRule1,AlphaRule2,AlphaRule3,Sigma,MeanEpochTimeSec,JacMean,JacP95,JacMax,JacFractionGt1,BoundMax,BoundViolationCount,MaxBoundGap,HiddenNormMean,HiddenNormP95,HiddenNormMax,AutogradMaxDiff,AutogradMaxSpectralDiff
42,C_fuzzy_contractive,3678,14,0.007740578770637512,0.007234377741813659,0.06787663288116455,0.08505514529888042,0.9,0.02,1.0,0.998,0.8999999165534973,0.4286399483680725,0.02001045271754265,0.10802899301052094,0.912087619304657,0.5674183964729309,11.07873369473335,0.6670801131248474,0.7380079299211502,0.7683675289154053,0.0,0.973285111784935,0,-0.20491758286952977,0.8928071841940284,1.8108852207660675,2.1460704803466797,5.960464477539063e-08,6.139278411865234e-06
42,D_fuzzy_unconstrained,3678,10,0.005141905927658081,0.004985234260559082,0.05616049032211304,0.07060619137553789,0.9,0.02,1.0,0.998,7.1405253410339355,1.5717437267303467,0.02001044899225235,0.1063162237405777,0.907105565071106,0.5601130127906799,9.505547579357142,1.0385004339933395,1.0540023565292358,1.131066918373108,1.0,0.9743569254875183,10000,0.16523913145065305,3.357734769037366,3.5688117146492004,3.7554609775543213,5.960464477539063e-08,6.4373016357421875e-06
123,C_fuzzy_contractive,3678,15,0.007778643155097961,0.007268581008911133,0.06792539806365967,0.08525597345002363,0.9,0.02,1.0,0.998,0.8999999165534973,0.41120702028274536,0.02001045271754265,0.1077471673488617,0.91159588098526,0.565919041633606,11.641898880799983,0.6116558795392514,0.6863023996353149,0.7008784413337708,0.0,0.966265419125557,0,-0.26535415351390834,0.9358166423633695,1.8681490063667296,2.2091143131256104,5.960464477539063e-08,4.947185516357422e-06
123,D_fuzzy_unconstrained,3678,15,0.005347931528091431,0.005085034358501435,0.05649447298049927,0.0713094268557912,0.9,0.02,1.0,0.998,7.079382419586182,1.477858304977417,0.02001051791012287,0.1079082041978836,0.9076991081237793,0.568584680557251,9.592214705333344,1.0639139049053192,1.1106552183628082,1.1372973918914795,1.0,0.9706943452358245,10000,0.18305177688598628,2.4733130120575426,2.945279932022095,3.2662768363952637,5.960464477539063e-08,4.410743713378906e-06
456,C_fuzzy_contractive,3678,15,0.007771325516700745,0.007247562205791473,0.06790624237060547,0.08513261540556283,0.9,0.02,1.0,0.998,0.8999999165534973,0.4555431306362152,0.020011065527796745,0.11044873297214508,0.9115685224533081,0.5804345607757568,11.604305488933294,0.6812824053585529,0.7522399127483368,0.7660883069038391,0.0,0.9730096578598022,0,-0.2069213509559631,0.8808035536602139,1.7330064654350281,1.982304334640503,5.960464477539063e-08,4.0531158447265625e-06
456,D_fuzzy_unconstrained,3678,14,0.005404506826400757,0.005211012947559357,0.05731232891082764,0.0721873461734074,0.9,0.02,1.0,0.998,7.2342000007629395,1.746966004371643,0.02001125179231167,0.11001214385032654,0.9072067737579346,0.5752865076065063,9.52807053046669,1.0584511928915978,1.0761215031147002,1.204568862915039,1.0,0.9809910625219345,10000,0.23705725967884062,3.8888203600287437,4.455979251861573,4.576591491699219,5.960464477539063e-08,8.463859558105469e-06
